d1,d2,θ1,Δ,T1,T2,rss,param_count,n_trials,bic
9.786391556269767e-5,9.526023779672683e-5,0.9938686074050668,0.08312833645905238,1002.2474919958975,1297.3741593848497,0.12383122457324043,6,4772,-242.45744507054783
