d,θ1,Δ,T1,T2,rss,param_count,n_trials,bic
9.414206197361544e-5,0.8999788273077237,0.07567336595984954,1705.1178951114741,1281.4352366297294,0.12354453109813963,5,4772,-246.36841214037347
