d1,d2,θ1,θ2,T1,T2,rss,param_count,n_trials,bic
9.834725505226669e-5,9.989200208136637e-5,0.7974308083364471,0.4991295126677594,1365.1775559468151,600.114260850465,0.23209943860474136,6,4772,-214.18635940215867
