d1,d2,θ1,Δ,T1,T2,rss,param_count,n_trials,bic
9.278980743241416e-5,5.82168862072066e-5,0.9780231283647647,0.09043090000620323,857.7482428431769,1239.6192141167955,0.1340807280602295,6,4772,-238.8789316509258
