d1,d2,θ1,Δ,T1,T2,θ_prun,rss,param_count,n_trials,bic
9.982996578354015e-5,3.868463327953679e-5,0.5844832306776095,0.021457655075594172,2023.4395836831852,1059.1087723115616,0.8259965737263357,0.26501634820719583,7,4772,-204.4115439710599
