d1,d2,θ1,Δ,T1,T2,θ_prun,rss,param_count,n_trials,bic
9.975040632922761e-5,9.310998744162099e-5,0.7080682748603835,0.012918451163903676,1946.7505143755454,1167.4249047264257,0.9326124039124892,0.28965917220308923,7,4772,-200.41043880589967
