d0,d2,θ0,θ2,T1,T2,rss,param_count,n_trials,bic
8.564575876283189e-5,1.4423416311285015e-6,0.8273420878119744,0.4898000482065293,862.2591333094641,1501.652499865577,2.1968619468755284,6,4772,-113.04348915659925
