d0,d2,θ0,θ2,T1,T2,rss,param_count,n_trials,bic
9.480477534001043e-5,4.145278902402737e-5,0.9708712180590975,0.019011872760429042,1599.0484901550462,1522.6309676334831,1.4966633538204956,6,4772,-130.31411811901376
