d1,d2,θ1,Δ,T1,T2,rss,param_count,n_trials,bic
9.74779367333513e-5,8.34683085794276e-5,0.7984126402730973,0.10265072741856839,1432.121414757106,1235.4854651167245,0.1304669889046291,6,4772,-240.1084140272237
