d1,d2,θ1,Δ,T1,T2,rss,param_count,n_trials,bic
9.96672787100601e-5,9.866481351178474e-5,0.9694771365247979,0.08445817921864333,1185.155599201696,1307.0808251803135,0.15862506218131353,6,4772,-231.31437534359836
