d0,d1,d2,θ0,θ1,θ2,T1,T2,rss,param_count,n_trials,bic
3.778437902128325e-7,9.604937497731378e-5,1.1495357557873383e-8,0.09007148005247295,0.8911970007951865,0.3303334472874749,1920.858598130338,1478.6805875573946,1.4949792987020052,8,4772,-122.75145593388994
