d0,d1,d2,θ0,θ1,θ2,T1,T2,rss,param_count,n_trials,bic
1.6918248065568185e-8,8.865707751126673e-5,4.6568599135036957e-7,0.5303736847066851,0.778141385014076,0.37989093318467326,1058.965012687473,1499.2100498898117,2.202702729294035,8,4772,-105.31068173613893
