d1,d2,θ1,Δ,T1,T2,rss,param_count,n_trials,bic
9.867353351293458e-5,4.1412453512082274e-5,0.9926576670044005,0.04425143140424185,1071.7314600795685,1249.1331297884033,0.11491561260185107,6,4772,-245.81991215613922
