d1,d2,θ1,θ2,T1,T2,rss,param_count,n_trials,bic
7.863042863292886e-5,9.261080778428092e-5,0.9472326816649329,0.5260178999712158,247.97286954700817,491.7936194102705,0.22221613208491725,6,4772,-216.14455322567838
