d,θ1,Δ,T1,T2,rss,param_count,n_trials,bic
9.681439440506567e-5,0.9297574082113271,0.08655336204149924,1183.5695065046605,1264.484073374672,0.11338746611854207,5,4772,-250.22899857416834
