d1,d2,θ1,Δ,T1,T2,rss,param_count,n_trials,bic
8.837599512302163e-5,3.241225740254231e-5,0.9874988786950993,0.08555972025740058,803.255782544096,1160.159838836727,0.11456281901927766,6,4772,-245.958275693062
