d1,d2,θ1,θ2,T1,T2,rss,param_count,n_trials,bic
8.765764798852718e-5,9.589898504692967e-5,0.9972923939130233,0.4758983487785167,718.0511782652903,587.8217767449895,0.2491276037562952,6,4772,-211.00038930145223
