d1,d2,θ1,Δ,T1,T2,θ_prun,rss,param_count,n_trials,bic
9.571942534443603e-5,9.657095008773321e-5,0.5812701233170482,0.01813584818328591,2255.9436716660184,1280.0197649049428,0.9983990557727768,0.2297301458196781,7,4772,-210.84142181832576
