d1,d2,θ1,Δ,T1,T2,θ_prun,rss,param_count,n_trials,bic
9.916850429866658e-5,8.540999252612632e-5,0.6405907547078993,0.05386490569087508,2783.2546362628636,1076.3183234843927,0.8461715997421996,0.31812726842420797,7,4772,-196.1918438606023
