d1,d2,θ1,Δ,T1,T2,rss,param_count,n_trials,bic
9.557351979317222e-5,7.789964970874425e-5,0.8861179953488973,0.0697742199715962,899.4638434178125,1299.9938431581782,0.11193978319094963,6,4772,-247.0005762069491
