d1,d2,θ1,θ2,T1,T2,rss,param_count,n_trials,bic
9.938216173234668e-5,9.465081258623373e-5,0.9839858770397291,0.26739437287139745,564.6626755367187,1109.7149781706541,0.8732869022331312,6,4772,-154.55693829710796
