wid,d1,d2,θ1,θ2,T1,T2,neglogl
w3c803c1,8.153329456076953e-5,0.0003931193160454009,0.7995048332214355,1.2320978116989134,980.5147409439089,1165.284824371338,309.04635119672463
wdaebe9a,0.00012560271393661485,1.0357591749804043e-10,0.7602041625976562,0.9337744140625001,1771.3516235351562,1441.3955688476565,213.77210971492482
w457a2a0,0.00014480634185808978,4.890206966340998e-8,0.8683886384963989,0.8862625789642334,1854.1059970855715,1338.2236480712893,144.93020524280888
wc71252e,2.080248580703696e-7,5.120950594908745e-8,0.7472732543945312,0.5459378051757813,2612.4969482421875,1939.2410278320312,322.35576646807834
w8250429,7.631180471362238e-5,0.00013499974457013847,0.8687796294689178,1.1728354763984679,1959.1553390026093,1199.0367054939272,196.16471646218167
w5dd5645,6.0842941903519506e-5,3.983926149845466e-5,1.0360811614990233,1.2493731689453123,1823.9990234375,1315.0539398193362,239.87683641810776
wa64273f,1.0210354773086669e-10,0.00017101422104629014,0.6016664695739746,1.2839928054809568,1672.7742195129397,1220.37353515625,284.1143404254807
w578a7cb,7.238009363907469e-5,0.000176657202045024,0.7640562438964844,1.0192226409912108,980.670166015625,1385.8974456787112,240.2404491880598
wb651fe0,8.181666952242588e-5,1.210279681194566e-6,1.128916320800781,1.190428771972656,283.1527709960939,1424.6551513671877,182.94942043509243
wcb87506,0.00020223251491131083,0.0008320013940247368,0.7052010679244995,1.0456023168563844,1078.5121440887451,1120.0182199478147,82.40404752522996
w11ae0c3,0.00024267792317745737,0.00014274222423121008,0.6771390569210053,1.175032012462616,1807.1401417255402,1038.0134880542757,108.57130740999007
w0c70a81,8.158702434302975e-5,0.00023238652272213325,0.7249462890625,1.043505859375,2088.934326171875,1186.4074707031252,243.70331806595897
wbcb6e6a,6.504320070904539e-5,0.0009999297331483674,0.8484319305419922,1.060409698486328,1476.7566680908205,1044.781112670899,187.11450195543642
wdf61453,8.261972407579557e-5,0.0009999297331483674,0.733760757446289,0.8056360626220703,879.014587402344,1385.8367919921875,187.38445861941653
wa3a9848,6.684096705049458e-6,1.7081005311512711e-6,0.6301246643066406,0.41294281005859373,2138.003158569336,2169.603729248047,322.29636323352
