wid,d0,d2,θ0,θ2,T1,T2,neglogl
w3c803c1,0.0001345636341813927,0.00020049036470750232,0.6850451469421387,1.1273282814025878,180.40826916694675,985.0855648517608,320.29931306427574
wdaebe9a,0.00011768694844860829,0.0001220839234184572,0.5624361371994018,0.8062620258331299,1092.2047138214111,1288.12370300293,203.28305386065216
w457a2a0,0.00015219477739442688,0.0009999956081771146,0.6267729759216308,0.7069274234771729,1278.2219886779787,1347.1245765686037,157.52766879589734
wc71252e,1.605845412385516e-6,1.2168245586367902e-9,0.6775147056579589,0.4615696716308594,117.28010177612327,1876.1763572692873,322.35857598304676
w8250429,0.0001954942015819566,5.4744966267735994e-5,0.7751980113983155,0.9546587371826172,1486.2300157547002,1137.7707958221436,183.92664643708412
w5dd5645,7.147161668855803e-5,2.3704573912384822e-5,0.7616751289367676,0.9602895736694336,954.7407150268557,1264.9236679077148,240.8636955868955
wa64273f,7.49900796180949e-5,5.696193275855259e-5,0.5609552574157715,0.8637666130065917,663.7849807739259,1291.0312891006472,265.9682600028731
w578a7cb,8.18564744581129e-5,6.743636278261688e-5,0.5735637426376343,0.7714790534973145,93.25934648513788,1216.6556537151337,246.39422395587025
wb651fe0,0.00016393011259820302,4.5984451190745944e-5,0.7750601673126221,0.8503688287734985,695.1201915740968,1325.9867668151855,176.33118152875284
wcb87506,0.0004950583295348379,0.00039289493325985045,0.537083683013916,1.1139725112915038,1091.4086341857915,847.4140167236333,78.88636815435196
w11ae0c3,0.00043422646926378854,6.93495220475637e-5,0.598206205368042,0.721465253829956,1415.9437656402588,1251.6518831253052,100.14512174907155
w0c70a81,7.138001915378762e-5,9.17520902249572e-5,0.6462354278564454,0.8020785522460937,589.4538879394536,1244.0284729003909,245.9970963139961
wbcb6e6a,9.401351870683905e-5,0.00025906813665678365,0.590198974609375,0.6811817359924317,976.4850616455077,1170.0309753417969,199.57313898327578
wdf61453,8.630597800970914e-5,1.6940349538453211e-6,0.5163802802562714,0.5680336928367615,217.53780245780965,1334.4574332237244,203.81830721767196
wa3a9848,7.688225462645097e-5,1.726692656999386e-6,0.43819660186767584,0.9460741662979126,1862.085747718811,393.1823492050175,321.8764376503338
wf63b737,0.0001677523075121358,0.0005867944843033332,0.8744674682617187,0.8564991140365601,228.29151153564447,1315.1259660720827,134.23351476775343
w4ff13f3,0.0001537115645229934,0.00021848242318239983,0.7303996276855469,1.0822306060791014,443.1571960449223,928.8112640380858,139.00067286047653
w313d7aa,0.00014645196071187496,0.0001619500563716426,0.6892635536193847,0.7648153305053711,674.2174148559573,1220.1157569885256,303.6325774611387
w0e2f500,0.00010548379109592859,0.00012219925487182506,0.4365538024902344,0.8173358154296875,543.7854528427129,1320.2739477157593,190.6602358955297
waedfc9c,0.00011677359900452845,0.00011955088499787792,0.45321783065795895,0.5857124328613281,667.2725677490239,1397.52779006958,161.8236273912579
w96b09fe,0.00016099411370034035,0.0002949973503825232,0.7321821594238281,1.2781788063049315,1178.5983085632322,1103.1299591064455,190.85136537800616
w9ff051d,0.0001849131400196494,5.234462228476625e-5,0.7028610229492187,0.8270944213867187,2219.2184448242188,1347.9888916015627,194.1476415997505
wdcfc216,9.839679597330343e-5,7.476186294270851e-7,0.49588529586791996,0.5271381378173828,972.5425720214845,1343.2124137878418,174.257378137626
w4a3c9b0,0.00023108381632157483,2.1221800452188248e-5,0.9556784057617187,0.5654248046875,896.4828491210939,1351.385498046875,206.80685453896268
wde62b3d,0.00014263318530894118,5.32666872988131e-5,0.5612762641906739,0.7475262832641602,543.311595916748,1097.3375320434573,219.00962413188807
w5284fa9,0.0002049776656627671,0.0001431704109314377,0.2898272705078125,0.4746440887451172,1478.576278686524,1389.7792816162107,139.9783385778265
w18b16aa,0.00014695709275555359,0.0002255450693470397,0.45685087203979496,0.6473910522460937,763.2266998291014,1187.271785736084,243.81993005883504
w430272a,0.00016065790507459888,0.0001963356965703021,0.7832864379882812,0.946826171875,10.029220581054817,1135.397720336914,177.31654223338117
w2121301,0.00018063487597229738,0.00013329534626796324,0.5440877676010132,0.7597948789596558,360.2739334106449,1138.4986400604253,263.0775383116023
wb14ab17,8.546897028341485e-5,9.783833046706299e-7,0.5929520797729493,0.6407329940795898,198.23760986328153,1391.265296936035,226.01626238364898
wc59a729,0.0001222073053169325,0.0003447272270300487,0.6712664031982423,1.0374558258056639,824.6688842773441,975.8178710937502,184.35700186954753
wcb4623a,8.37493147401709e-5,5.0839309812084176e-5,0.5907125854492188,0.7692131233215332,572.8802680969239,1938.8012886047363,229.52468002073473
w672a25c,0.00024354623540970521,9.262499775245227e-5,0.7520675849914551,1.1591646003723144,1036.4260673522951,1203.5269737243655,165.98361364470242
wf36c682,0.0001578727003090052,0.00011008375911743266,0.5206438875198365,0.6152134275436401,610.9063386917118,1217.0717000961306,193.5800982128697
w5c58b96,0.0001245699264443789,2.6806835199287406e-5,0.7006385231018066,0.8097997093200683,1586.4033699035645,1402.4104118347166,195.25443643009515
w397496b,0.00019679064098454088,8.920905431718356e-5,0.521079134941101,0.693311071395874,963.9183759689334,1271.9670772552493,259.712611120828
w9376389,7.201481925158107e-8,1.32753773602551e-8,0.6156982421874999,0.5132177734375,1447.4609375,1878.3447265625,321.9607882082583
w158db17,0.00012791856939823226,0.00012289623386833642,0.5542462158203125,0.39152221679687504,524.9183654785157,968.4181213378909,153.39212612836033
w9864444,0.00012274573871956924,3.017297080255939e-8,0.3837977552413941,0.4108151960372925,445.8600759506228,1133.710789680481,189.01554645246546
w05e5ad5,9.529391723973966e-5,3.938535535893149e-5,0.7097609573602677,0.9073205348849297,99.8120769858361,1170.0124949216843,273.4841069928304
w6d23692,0.00011189949459517498,5.3279789458656456e-5,0.5349707031250001,0.6761230468749999,352.78320312500006,1117.5048828125002,319.9853384539084
we289943,0.00020045712782879531,0.0002469045031044661,0.5680034804344177,0.8909072637557983,1032.2257995605469,884.9406421184541,238.86084367059362
w6f95ee3,0.00018645277339075114,9.512660600471753e-5,0.6703071594238281,0.8477899169921874,1472.9961395263672,1445.095443725586,253.9154464938474
w6eb2a0a,8.353625469578276e-5,9.772152468683244e-5,0.6944317626953126,0.91903076171875,2324.2706298828125,1654.6539306640627,171.5382234828387
w2424d8d,0.0001525682097797366,0.00021022450296612536,0.5323502492904664,0.7482447719573975,725.3484725952147,1238.827419281006,160.24924188612707
