level_low,level_high,n_subjects,mean_high_minus_low,t,p
1.0,2.0,45,0.07715767666594756,3.6903067569299353,0.0006138010246405683
2.0,3.0,45,0.00929073620885739,0.6081301281420541,0.5462276546557026
3.0,4.0,45,0.02937782158796651,1.8322529965340772,0.07368722702192894
4.0,5.0,45,0.021495059853684464,1.9503774277979327,0.05751933665873002
5.0,6.0,45,0.005249121890497281,0.4376547155007842,0.6637774986380319
6.0,7.0,45,-0.007789471736840163,-0.5877376545853537,0.5597128954897062
7.0,8.0,45,-0.009257185309816885,-0.5446009509490678,0.5887776819175614
