level_low,level_high,n_subjects,mean_high_minus_low,t,p
2.0,3.0,37,-809.3552008802009,-5.035322500917945,1.3486109653307485e-05
3.0,4.0,44,-404.630335983461,-2.373400616070222,0.02216402005275363
4.0,5.0,37,124.39267125517128,0.9336137915447142,0.35672320791213097
5.0,6.0,31,-765.7910409482988,-5.087054204788871,1.8219080153832152e-05
6.0,7.0,31,-208.2611471842072,-1.887021619031665,0.06886776241735161
7.0,8.0,27,169.42259663981375,1.6034576421196882,0.12091412115773131
8.0,9.0,35,-371.26478093335237,-5.573201108224823,3.089785165654553e-06
9.0,10.0,40,100.32791424584187,1.7250462661020076,0.09243677095821266
10.0,11.0,40,-190.9458828887186,-3.093921201238251,0.0036440393112526226
