wid,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0
w05e5ad5,0.4,0.6666666666666666,0.9,0.8333333333333334,1.0,1.0,0.9643221857507571,1.0,1.0,1.0
w0c70a81,0.9166666666666666,0.6666666666666666,0.8,0.8181818181818182,0.9090909090909091,0.9773763063236748,1.0,0.8888888888888888,1.0,0.9166666666666666
w0e2f500,0.5555555555555556,0.8571428571428571,0.7,0.7272727272727273,0.7272727272727273,0.9773763063236748,0.875,1.0,1.0,1.0
w11ae0c3,0.7036163536163537,0.8571428571428571,1.0,0.8627624627624628,0.8888888888888888,1.0,1.0,1.0,1.0,1.0
w158db17,0.8333333333333334,0.7777777777777778,0.9,0.9090909090909091,1.0,0.9773763063236748,1.0,1.0,1.0,1.0
w18b16aa,0.4166666666666667,0.7058823529411765,0.7,0.9090909090909091,1.0,0.9473684210526315,1.0,1.0,0.9915260908681962,0.8888888888888888
w2121301,0.6428571428571429,0.9285714285714286,0.8666666666666667,0.6666666666666666,0.9333333333333333,0.9285714285714286,1.0,1.0,1.0,1.0
w2424d8d,0.75,0.7777777777777778,0.7142857142857143,0.8571428571428571,0.9,0.9285714285714286,1.0,1.0,0.9230769230769231,1.0
w313d7aa,0.8181818181818182,0.8823529411764706,0.8,0.7,1.0,1.0,0.9230769230769231,1.0,0.9915260908681962,1.0
w397496b,0.5714285714285714,0.8,0.8666666666666667,0.8,1.0,1.0,1.0,1.0,0.9473684210526315,1.0
w3c803c1,0.75,0.7647058823529411,0.8333333333333334,0.8181818181818182,0.9090909090909091,0.8947368421052632,0.9230769230769231,1.0,0.9915260908681962,1.0
w430272a,0.8181818181818182,0.5,0.9090909090909091,0.8333333333333334,1.0,1.0,0.9643221857507571,1.0,1.0,1.0
w457a2a0,0.8333333333333334,0.8333333333333334,0.875,1.0,0.9428978428978428,1.0,0.9285714285714286,1.0,1.0,1.0
w4a3c9b0,0.8333333333333334,0.9230769230769231,0.9,0.8666666666666667,0.9285714285714286,1.0,0.9090909090909091,1.0,1.0,1.0
w4ff13f3,0.7036163536163537,0.8571428571428571,1.0,0.8627624627624628,1.0,1.0,1.0,1.0,1.0,1.0
w5284fa9,0.6666666666666666,0.8888888888888888,0.5,0.8181818181818182,0.9166666666666666,0.9773763063236748,1.0,1.0,1.0,1.0
w578a7cb,0.6363636363636364,0.5,0.5714285714285714,0.8571428571428571,0.9,1.0,0.8888888888888888,1.0,0.9230769230769231,1.0
w5c58b96,0.7036163536163537,0.8,0.8,0.8627624627624628,1.0,0.8461538461538461,1.0,1.0,1.0,1.0
w5dd5645,0.7036163536163537,0.0,0.875,0.8627624627624628,0.8333333333333334,0.9230769230769231,1.0,1.0,1.0,1.0
w672a25c,0.7036163536163537,0.8333333333333334,1.0,0.8627624627624628,0.8888888888888888,1.0,1.0,1.0,1.0,0.9411764705882353
w6d23692,0.6666666666666666,0.7647058823529411,0.8,0.9,0.9545454545454546,0.9444444444444444,1.0,1.0,0.9915260908681962,1.0
w6eb2a0a,0.5,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0
w6f95ee3,0.7692307692307693,0.9333333333333333,0.8666666666666667,0.8666666666666667,1.0,1.0,1.0,1.0,1.0,1.0
