level_low,level_high,n_subjects,mean_high_minus_low,t,p_uncorrected,p_bonferroni
1,2,45,0.1973255008112021,10.950554758104769,3.772126301315352e-14,1.1316378903946055e-13
1,3,45,0.3050885623094043,9.696465238024881,1.7136609188730164e-12,5.140982756619049e-12
2,3,45,0.10776306149820211,4.197004134201375,0.00012924889542705842,0.00038774668628117524
