level_low,level_high,n_subjects,mean_high_minus_low,t,p
2.0,3.0,37,0.046393497864086086,1.2540657544066656,0.21790035772520444
3.0,4.0,45,0.05883619075569541,1.70295429519089,0.09563177777536287
4.0,5.0,37,0.07964424543371913,2.93215877782328,0.005819548656564875
5.0,6.0,31,0.10202485686356653,5.439029992884585,6.743911908408466e-06
6.0,7.0,31,0.016976487010442867,1.1830584219674185,0.2460769679777862
7.0,8.0,27,-0.015246178988869045,-0.8933666586923942,0.37985582635101367
8.0,9.0,35,0.03250321107463964,2.6664598845527685,0.011648757528925057
9.0,10.0,40,-0.0015294646873594193,-0.3143555377848836,0.7549265731103763
10.0,11.0,40,-0.0034066612781783107,-0.539429696533658,0.5926570076952835
