diff2,mean,std,n_subjects,sem,trials
1.0,0.8153305716940348,0.1443335838506531,45,0.021515980328415077,552
2.0,0.8924882483599823,0.09289418475517189,45,0.0138478474551326,709
3.0,0.9017789845688396,0.10144330639888634,45,0.015122275264683283,597
4.0,0.9311568061568061,0.08196108900851133,45,0.012218037768862811,451
5.0,0.9526518660104906,0.061836808796438394,45,0.009218087198699546,782
6.0,0.9579009879009879,0.07334386349138176,45,0.010933457633279645,491
7.0,0.9501115161641478,0.07032281561028011,45,0.01048310640491798,508
8.0,0.9408543308543309,0.09762647183134804,45,0.014553295161224172,431
