level_low,level_high,n_subjects,mean_high_minus_low,t,p
2.0,3.0,37,-0.20386088332764468,-5.084497999527315,1.1602135449915988e-05
3.0,4.0,44,-0.09571743271004506,-1.9650458146401841,0.05589046354077989
4.0,5.0,37,0.039995906833916725,1.0235158456691151,0.31289288254688263
5.0,6.0,31,-0.21964700479241558,-4.761514709925678,4.5650123996216044e-05
6.0,7.0,31,-0.0773167078424512,-2.241462837485226,0.0325469855340022
7.0,8.0,27,0.03703698333481396,1.2246634648314014,0.2316825095468224
8.0,9.0,35,-0.11747337361456811,-5.868566119094366,1.2757664778402257e-06
9.0,10.0,40,0.04723060025029102,2.482612531066938,0.017452686896372638
10.0,11.0,40,-0.04888568376247408,-2.5941807207126115,0.013288376059828437
