wid,d0,d1,d2,θ0,θ1,θ2,T1,T2,neglogl,param_count,n_trials,bic,optimizer
w3c803c1,5.551260784349794e-6,8.53494916685978e-5,7.64427143342627e-5,0.3104126232438284,0.794825749485608,0.5467024866742576,559.6225905650504,444.92942806282406,2543.4996935090935,8,148,5126.9770852083,BADS
wdaebe9a,4.337508662320202e-5,0.00019485826249113797,7.510719519653202e-5,0.43685176489127286,0.7996461841642286,0.7209923060602637,688.9017994687081,765.3320591545071,1655.2944911217055,8,95,3347.0199973762155,BADS
w457a2a0,7.079086130760826e-5,0.000488946206788221,0.00014870202261770896,0.4668396426805339,1.514645795645342,0.7733860734396149,968.6238433549082,473.50390990638965,1641.4989329282191,8,100,3319.839227344343,BADS
wc71252e,7.406059993973624e-6,0.00013835569520348625,6.684217180218188e-5,0.3724649847675477,1.1819616695822133,0.6818519693813917,1583.1091574263157,809.2103043413074,1683.660173272066,8,95,3403.7513616769365,BADS
w8250429,0.00013103110102197343,0.00013533875379806283,4.962492740674284e-5,0.3699313673020879,1.7320034545630731,0.6004547841904605,477.932044063164,551.586485027656,1663.5843689038732,8,97,3363.7664256357734,BADS
w5dd5645,3.7686289095596235e-5,0.00021450523180481594,3.615783744342582e-5,0.5488051482196897,0.7190725582311279,0.7650204539878178,1106.2664648372452,855.710450706829,1595.499924959971,8,89,3226.908940877799,BADS
wa64273f,3.084882991507895e-8,9.365458130477272e-5,4.912855666741382e-5,0.31696988251665636,0.9249806758808597,0.747582922544833,771.2626557226148,825.9199963300778,1723.4422296039943,8,94,3483.2308174661484,BADS
w578a7cb,4.003014035265594e-5,0.0002797501977175397,5.7549625569438746e-5,0.4318124774611943,0.21499362828643376,0.6871779325147781,333.375305629875,766.8845422759659,1736.3074616848821,8,98,3509.294663199129,BADS
wb651fe0,6.883935391547587e-5,6.510716088641156e-5,3.217178796661776e-5,0.38584741817678153,1.0286524601143898,0.6993739127051231,379.0975200496179,716.4173556171593,1684.2067544005827,8,96,3404.928294332908,BADS
wcb87506,6.368894533404927e-5,0.00019932143941966949,1.5678045708296862e-7,0.36150455864582914,0.45932161555712814,0.2572254068875918,588.384005535045,835.1737860764846,1686.5007980884996,8,100,3409.8429576649037,BADS
w11ae0c3,6.19252872082247e-5,0.00012893232255281267,4.585179587089673e-5,0.3655502959934529,0.7323768463655143,0.6801271142406039,510.1637123138062,541.4211226554473,1737.9356155019043,8,100,3512.712592491713,BADS
w0c70a81,3.0757008536629728e-6,8.675789873284434e-5,0.00014020647379966894,0.36259191014483805,1.0156192011301024,0.6390227875278651,807.3485000473738,453.9567016709046,1668.531665277163,8,95,3373.4943456871306,BADS
wbcb6e6a,9.438534616996782e-5,5.307713093543871e-5,4.364004530632157e-6,0.4332808461978857,0.9289215010831777,0.6660996091221387,504.52581153012966,455.46133593604736,1564.7222297559015,8,92,3165.6187681281954,BADS
wdf61453,7.307625650745746e-6,8.676421590162432e-5,0.00013386156542051565,0.32329008228227396,0.6346364529806351,0.5671845421968692,525.2823970924738,484.2086373252186,1610.358788996307,8,95,3257.1485931254188,BADS
wa3a9848,8.43381459619716e-5,0.00013761796244722777,9.830521939328971e-9,0.4914930756762624,0.48011823343113064,0.15077366713434462,1773.0427892878652,1893.4379285201433,1627.8520823110644,8,87,3291.4314295713652,BADS
wf63b737,2.072731963564924e-5,0.00011526646519003995,0.0001354290664402832,0.27360916392631696,1.3783348886742433,0.553598214643287,500.2587853591176,538.8795519458941,1336.7468239822194,8,80,2708.54986104183,BADS
w4ff13f3,4.013394122294301e-5,0.00014983701940714318,5.7200088139634305e-5,0.39294597625732425,0.9050650787353516,0.3060985374450683,974.1764307022094,776.7448902130126,1728.2069498216467,8,100,3493.255261131198,BADS
w313d7aa,3.421104667172833e-5,6.905388553592576e-5,9.037783789169515e-5,0.3508151537514232,1.0216700460942274,0.547133999758671,149.20765474553303,491.2239365979304,2496.6423106572884,8,146,5033.153474288243,BADS
w0e2f500,0.0009112164887091315,0.0002544749423458703,0.0003476814572609001,0.18648305410226385,0.2180649877249198,0.0015974786925107669,1761.3626038625625,2011.958757483626,1549.2958859471657,8,87,3134.319036843568,BADS
waedfc9c,1.1384367396562531e-8,8.658899562465475e-5,9.657033311271657e-5,0.31827174910976286,0.7486942454822929,0.6424077677985315,236.93391297158584,643.2002851629251,1705.0374997343029,8,100,3446.9163609565103,BADS
w96b09fe,1.938357160169836e-5,0.00014284732986979547,0.0001437860602855651,0.3926169253830449,0.9183435899086181,0.7401359453919576,371.0033360344825,551.4279601033197,1648.051206998642,8,95,3332.5334291300887,BADS
w9ff051d,0.00010297588726697182,5.5688659008287915e-5,4.336213464220058e-5,0.4180340160962231,1.307507024739568,0.644557376811041,649.4007071750052,683.575313500255,1723.0041921097159,8,99,3482.7693430205086,BADS
wdcfc216,7.725921234245012e-6,8.840264582174428e-5,9.251149513857669e-5,0.29288258635006337,0.7333157460282658,0.5456499709323789,673.0386947710828,459.7949932602722,1679.132342493241,8,100,3395.1060464743864,BADS
w4a3c9b0,7.412455311099587e-5,0.00019449312769326895,7.811938247491017e-5,0.5924615539726801,1.077528143802192,0.8813574909858288,825.7472928671631,570.9932564437622,2263.3798470118904,8,131,4565.76127260939,BADS
wde62b3d,5.051208944143208e-5,0.00016074254584948935,3.909931660220064e-6,0.40685586713818794,0.3088343352924812,0.23928287868791134,1437.5967835289546,763.9911089428666,1652.1109947659193,8,95,3340.653004664643,BADS
w5284fa9,0.0001516630519292073,8.627305474529035e-5,0.00012157605694982866,0.2581838242215372,0.6130038371074807,0.6495152223517834,714.8926676655948,678.9537768118633,1623.1038163144883,8,95,3282.638647761781,BADS
w18b16aa,0.0001000600592697449,5.911920795398852e-5,5.537955918424932e-5,0.28873231381981046,0.7211533725157404,0.5984442724688359,354.3064681430668,433.4971989116539,2539.560301478871,8,148,5119.098301147856,BADS
w430272a,1.4045706906288765e-10,0.0002477365580722492,0.00021063894019553406,0.3351151987724006,0.49530580930411816,0.6088665604405106,877.4782395921651,538.2725125178699,1566.9905088582727,8,95,3170.41203284935,BADS
w2121301,3.2142856240995203e-6,0.00014406742773595915,7.380409937887976e-5,0.303896307139421,0.5277011557967365,0.6272702208009889,598.2298747130191,632.8258857816762,2557.2069036046905,8,149,5154.445377656944,BADS
wb14ab17,5.5707499724424974e-5,8.822404752840431e-5,8.668800199002402e-5,0.3680409513858558,0.6120036980529698,0.6097114938777338,279.3350144557166,757.3706107332501,1604.5605942799298,8,94,3245.4675468180194,BADS
wc59a729,0.0002788142950005776,0.00033681842068005786,2.308144198166722e-5,0.2973231030185707,1.0976183055219007,0.029992522168613523,2310.522867849795,992.5907878016006,1731.7644005052946,8,100,3500.3701624984938,BADS
