wid,d1,d2,θ1,Δ,T1,T2,neglogl,param_count,n_trials,bic,optimizer
w3c803c1,7.669440074468438e-5,1.6455785442178684e-8,0.7472937940775788,0.2856764269884713,977.0046199513259,569.3947929056878,2537.031426755574,6,148,5104.046127153733,BADS
wdaebe9a,6.647561341002905e-5,4.6125430194560734e-10,0.9553762817382813,0.312607421875,854.8744201660156,942.397689819336,1665.4516209569022,6,95,3358.2265032634077,BADS
w457a2a0,8.280892461301623e-5,2.1505122289209654e-5,1.0573318929783997,0.19273009440861644,1044.2015930544585,626.028075721115,1666.4216081177644,6,100,3360.4742373514573,BADS
wc71252e,9.087797559912275e-5,1.0211920050080698e-10,1.010747770439384,0.3022186293697041,1906.3158717887065,1112.3537783160377,1686.9716893390146,6,95,3401.2666400276325,BADS
w8250429,7.353270100737339e-5,1.2188834273743773e-5,1.1181494911623344,0.22202609458869266,799.8440375676383,683.9388221993647,1688.315593801973,6,97,3404.079453474966,BADS
w5dd5645,5.700266478440486e-5,6.600966892018963e-6,1.1317299190859738,0.24945903501899014,1355.010953064084,1004.9750721400414,1599.8551067186331,6,89,3226.642031655659,BADS
wa64273f,5.860824433664603e-5,1.0004170574072992e-10,0.7611935747634367,0.44815198205509665,1228.020868148684,1135.1435832370105,1726.9247573109428,6,94,3481.1092833155058,BADS
w578a7cb,5.77095249731248e-5,8.267267653172732e-7,0.7880128258477452,0.22898656822568228,264.868325616681,932.0928046367043,1735.123135638814,6,98,3497.756076149651,BADS
wb651fe0,5.061835196038622e-5,9.198033014527873e-7,0.8682098682381184,0.31848411620288974,949.0880135748743,912.261822756773,1696.1068267190665,6,96,3419.59974258694,BADS
wcb87506,8.398086251816256e-5,1.5644957714775076e-7,0.6540806532744318,0.19701072426978503,411.3752196077256,568.6747434549034,1676.452085026239,6,100,3380.5351911684065,BADS
w11ae0c3,8.819156063933928e-5,3.3631359754545005e-5,0.7280223588843399,0.3879042340832427,843.608648502514,640.9885307805281,1733.0591666238386,6,100,3493.7493543636056,BADS
w0c70a81,6.677075276074233e-5,3.734258046896043e-5,0.8331428929929825,0.3074603888110869,1423.2214913954522,573.428413144211,1675.480607118821,6,95,3378.284475587245,BADS
wbcb6e6a,5.457642959625007e-5,4.83398547347628e-6,0.7700341059162747,0.1872722703253385,1041.566029522801,558.8644594536163,1569.1103512365712,6,92,3165.3514339354365,BADS
wdf61453,7.511953257670371e-5,4.2451389244156456e-5,0.7049058880659365,0.22303710823258086,732.2691268867135,586.9692618136568,1612.9406568427762,6,95,3253.204575035156,BADS
wa3a9848,5.523704811280784e-5,1.0393832818141009e-7,0.9977611832667026,0.4154430490007508,961.1576031486038,1175.0066979613623,1625.0851714433315,6,87,3276.9657915985904,BADS
wf63b737,8.539556014046997e-5,1.2526514307414773e-6,0.9151127292112318,0.24654510284617231,917.9202767529151,734.2929227075217,1348.3267677851056,6,80,2722.9456953782546,BADS
w4ff13f3,6.558244580180672e-5,7.445647392734828e-7,0.9630156921812159,0.18862740849086548,356.52280285430646,643.100699010029,1715.180823233995,6,100,3457.9926675839183,BADS
w313d7aa,5.9549119295265014e-5,7.5951436104316005e-6,0.8582412986457348,0.20577275291085242,601.0195508599286,602.4786155670886,2503.207178270222,6,146,5036.315996270694,BADS
w0e2f500,5.849472403352798e-5,9.534849595345689e-6,0.7048875899808081,0.2934139981463159,674.2990718371406,1056.70884764686,1560.188284662645,6,87,3147.172018037217,BADS
waedfc9c,6.685465257107062e-5,4.268141390692361e-5,0.6227377030951402,0.25284654931575007,787.7991749325703,832.2601604540298,1705.5557846576667,6,100,3438.7425904312618,BADS
w96b09fe,7.463199563381947e-5,7.130039129800843e-5,0.8221941104756115,0.42482134166748436,899.3493186440903,660.5966496026672,1654.067226686285,6,95,3335.4577147221735,BADS
w9ff051d,4.4665621878116684e-5,4.942694051572169e-5,0.9356641754880548,0.2897948674112559,1577.7567248791456,713.0291846580806,1730.6312292054772,6,99,3488.833177511762,BADS
wdcfc216,6.171904740879748e-5,1.529847456156958e-6,0.736670384069439,0.18842609403072857,898.4896137670147,630.7335018354934,1688.9766350349462,6,100,3405.584291185821,BADS
w4a3c9b0,5.3931488250233046e-5,1.8370118165685565e-5,1.0312155060225572,0.21010720472169822,1277.7603710396093,729.0041839894332,2271.611484511356,6,131,4572.47415296192,BADS
wde62b3d,4.3366603462027396e-5,4.116318259585882e-5,0.7845544352201842,0.4046772699972189,282.81055477571084,504.46392912788303,1652.6898717093645,6,95,3332.7030047683324,BADS
w5284fa9,9.457060841192278e-5,0.00011831772009762847,0.526693673278405,0.4577534185625183,1063.335423717206,772.059685639445,1623.6660999119454,6,95,3274.655461173494,BADS
w18b16aa,6.239193687817663e-5,2.5229072900975348e-5,0.6447420723643154,0.29643346518743785,686.9576811732262,569.9146224942525,2538.093952471111,6,148,5106.171178584807,BADS
w430272a,9.169081124757751e-5,9.178452469717912e-5,0.6204659147908104,0.36448604683306146,1174.8564703884997,583.7097524048603,1573.5229324110978,6,95,3174.369126171799,BADS
w2121301,7.759359086500776e-5,2.9187481440175785e-5,0.669433244121101,0.34313715623175084,730.362610712473,790.133707880523,2557.9394225297237,6,149,5145.9025228951205,BADS
wb14ab17,6.47786951668414e-5,4.8628087985126254e-5,0.6143817237958273,0.22575214786230052,791.2306852415326,855.2300313367599,1605.1250736525853,6,94,3237.509915998791,BADS
wc59a729,7.710591824376191e-5,1.771646954781422e-5,1.1444302327847116,0.28365537869814494,860.4122498266182,632.7970038455761,1739.5674134438218,6,100,3506.765848003572,BADS
wcb4623a,1.756422153861021e-10,2.561942250377317e-7,0.5642465209960937,0.28012908935546876,1211.6394042968752,1527.7664184570315,1735.6807130855202,6,95,3498.684687520644,BADS
w672a25c,7.481173708590419e-5,2.7825797682697883e-10,0.8874293894012244,0.32856795438322134,864.2584985931878,1292.8836558111095,1767.599446839801,6,98,3562.7086985516253,BADS
wf36c682,9.048095457390782e-5,1.3978241889448493e-5,0.6368255932570901,0.1882117277791258,762.0392541692127,662.0395584031941,1562.0393445409632,6,94,3151.3384577755464,BADS
w5c58b96,7.702694760393234e-5,4.8194414062040466e-5,0.9578387999811752,0.3848825673915962,1800.8536863360973,842.7549791061891,1555.0435554413518,6,87,3136.882559594631,BADS
w397496b,8.014258047772128e-5,5.197516586106681e-6,0.6754849680000915,0.29192542633041746,872.2465555649255,916.1303899483756,2588.895929086965,6,149,5207.815536009603,BADS
w9376389,7.332168904952403e-5,2.3169195447589201e-7,1.1062143338890382,0.2746727534186903,1762.5431263224414,1308.747523587391,1677.9024214214137,6,93,3383.000439801747,BADS
w158db17,8.042493349187722e-5,3.834485533490486e-10,0.7396863211659453,0.1778029018620697,713.6366090095038,424.65970289247673,1555.3560929692717,6,95,3138.0354472881468,BADS
w9864444,9.76347249158459e-5,2.8280326699265595e-5,0.5248491105258654,0.23804397291445642,576.559783583616,438.2367018202788,2393.75518745054,6,147,4817.452970421752,BADS
w05e5ad5,8.028853981281013e-5,7.036235527733612e-5,0.8012072179212555,0.4715903453905776,763.7462988142947,804.8927941410512,1650.2461095903993,6,93,3327.687816139718,BADS
w6d23692,6.073165892316553e-5,2.6707931460385294e-5,0.6624609776516446,0.3104700412391685,513.9274290006142,653.0119314847983,2511.00833658624,6,146,5051.918312902731,BADS
we289943,9.243088998800593e-5,4.112616208880015e-8,0.780023873404889,0.2119621869739376,579.2304995502722,503.7044464042082,2462.9659366021974,6,148,4955.91514684698,BADS
w6f95ee3,8.49374519189751e-5,1.720023812130525e-5,1.1047545942058785,0.22312859465833754,1023.309267102741,1212.7426616847515,2578.9848971499496,6,148,5187.953067942484,BADS
w6eb2a0a,6.569581197343512e-5,5.751811605816917e-9,1.015524109194532,0.22761235102394964,3364.844191579637,1260.6171418348847,1524.2576868104697,6,85,3075.1712811598813,BADS
w2424d8d,7.097849938483346e-5,1.4652259198222587e-5,0.7421315011091064,0.19847163102589552,559.4126378768128,740.1291603571736,1689.67414864284,6,99,3406.919016386488,BADS
