wid,d1,d2,θ1,Δ,T1,T2,θ_prun,neglogl,param_count,n_trials,bic,optimizer
w3c803c1,6.722589164462742e-5,1.579679244702379e-5,0.8975074297521405,0.27871709232574177,963.5575277196725,669.4578242362924,1.9263345327271415,2545.1699864170955,7,148,5125.32045875054,BADS
wdaebe9a,7.318808744345366e-5,5.589679153966281e-6,1.1166066744830458,0.18255532800685614,847.4269848549741,1069.7728008031847,1.7381527379062025,1657.725915802439,7,95,3347.3289698460817,BADS
w457a2a0,7.926863744316215e-5,0.00020202431824920144,1.1628123650675295,0.3800512581029733,1026.86954115876,547.9265919519022,1.9998531308482208,1663.0077316567517,7,100,3358.25165461542,BADS
wc71252e,7.936080318809348e-5,7.050062611568852e-8,1.0121521473501955,0.2786170488045445,2109.769127701486,1093.0670635612219,1.9999916710453451,1687.8550189475377,7,95,3407.587176136279,BADS
w8250429,8.969424847813008e-5,2.7840321726853946e-9,1.3366022842458913,0.2588587483507581,979.2950637580361,736.7732435988731,1.9999999999906866,1684.4600844349181,7,97,3400.94314571936,BADS
w5dd5645,5.043668203472809e-5,1.3459135073903224e-7,1.5524340621460475,0.03940775010820492,1278.9445430250248,1244.8476024435206,1.325391552048099,1611.2510156007795,7,89,3253.922485789684,BADS
wa64273f,6.357695213990335e-5,3.4095224062282547e-9,0.8751363291534653,0.5375793717856141,1349.2965211331468,1127.1116878371688,1.9359651547123211,1728.9885954488923,7,94,3489.780254373675,BADS
w578a7cb,5.4256854065514434e-5,4.2136237362590123e-10,0.9889044917313004,0.2229626630128769,155.30010113689056,985.73620170464,1.8530544941878178,1740.1138382298425,7,98,3512.322448810379,BADS
wb651fe0,4.999201774959686e-5,0.00011578275454944389,1.1439389498351373,0.21632118737179556,856.9272340799217,838.8712833402682,1.1104567898079405,1696.180313899442,7,96,3424.3110651391585,BADS
wcb87506,7.707444149577446e-5,6.101376612098003e-5,0.7908624228462577,0.23016312491614377,450.0478642759849,577.1467907121408,1.3116137590212746,1666.256490359002,7,100,3364.749172019921,BADS
w11ae0c3,8.178726836015073e-5,8.963764537118605e-7,0.9052225200919348,0.3492491836395486,788.357763878027,739.985404272712,1.9999999373447441,1740.3656202632471,7,100,3512.967431828411,BADS
w0c70a81,5.347233329707848e-5,1.2006408070216749e-5,1.2246034638393029,0.002332394395925879,1263.0605606937024,790.8671117816995,0.9845012413112999,1681.298876603117,7,95,3394.4748914474376,BADS
wbcb6e6a,5.452099502543788e-5,5.808884226223937e-7,0.921480490431106,0.25824075546220665,1101.8654287576187,606.9711370864147,1.3449152726765086,1569.463942467532,7,92,3170.5804049744074,BADS
wdf61453,6.771609806436457e-5,9.851733554326077e-5,0.839294898051885,0.300766147345712,753.4588160735442,594.8094994353597,1.7004178205909555,1615.5590590595048,7,95,3262.9952563602133,BADS
wa3a9848,5.054681836403487e-5,1.0009432375149016e-10,1.2318686258089406,0.46901679423059706,907.0091377169948,1344.395949286644,1.9989015133400891,1628.4572541147286,7,87,3288.175865060039,BADS
wf63b737,7.98813124991682e-5,3.000965377501206e-8,1.1120670210779644,0.18097448708140296,913.9077325700782,838.1416723190345,1.9979451163718476,1353.6108717922389,7,80,2737.895930027195,BADS
w4ff13f3,6.636166989850742e-5,2.386075459767008e-10,1.3039309314439786,0.12402608148521722,154.52339822288667,733.5889337691245,1.9999828954724626,1713.155896930227,7,100,3458.547985162371,BADS
w313d7aa,5.1707628337294214e-5,3.549684606861464e-5,0.8641278463995956,0.24282320205297614,922.0591895046049,657.8805214351399,1.4161071693928278,2523.045959788291,7,146,5080.97716592854,BADS
w0e2f500,5.988030015214844e-5,1.3751416641751454e-5,0.828179649035842,0.33690108824137954,620.9722775896582,1164.494265223857,1.9997290433533814,1558.2078884292114,7,87,3147.6771336890047,BADS
waedfc9c,6.685728906216376e-5,4.3624899777256386e-5,0.7754039296204064,0.28227005083700535,678.4612744408607,879.7243758450808,1.5404443690924654,1708.1619219254094,7,100,3448.5600351527355,BADS
w96b09fe,6.205839464216539e-5,2.0494474324148e-5,1.00905812485551,0.35394139329058816,891.8366588244684,875.5844986153537,1.9999999999906866,1659.3895988981894,7,95,3350.6563360375826,BADS
w9ff051d,5.170401572856231e-5,4.0767295737309016e-8,1.138452822821423,0.28749114594014374,1577.2959363044379,823.7485696371211,1.9995614523910386,1738.5816647542936,7,99,3509.3291684595292,BADS
wdcfc216,5.11003946615607e-5,3.280019410548659e-8,0.939600722531203,0.0037427712419727845,1056.6748454691638,721.8754418671451,0.7304487466716989,1697.8209181211228,7,100,3427.8780275441623,BADS
w4a3c9b0,4.885840629031202e-5,0.00033723178035079723,1.353843290650984,0.4601013103139121,1061.561978282407,590.836932853563,1.3766262021684086,2285.068221075562,7,131,4604.262823413533,BADS
wde62b3d,4.816224592181609e-5,6.838517934672794e-5,0.8956155689423622,0.4032019678402639,372.2392639873078,523.0878581185154,1.0831821341880048,1642.637542672373,7,95,3317.1522235859497,BADS
w5284fa9,9.629955875595522e-5,2.2169159061347237e-8,0.5725928282993846,0.3557361386273988,1112.842438853113,945.0735719117802,1.314587784539908,1637.8653897315683,7,95,3307.6079177043403,BADS
w18b16aa,6.256633190846821e-5,2.4939318123021922e-8,0.6805502436578809,0.30261597171594756,778.3266539171453,600.2007167609236,1.9999477026438226,2550.4710823661817,7,148,5135.922650648712,BADS
w430272a,9.365857817919608e-5,0.0001542760100571899,0.9538285298952295,0.13059906845561758,1257.7468763912168,675.4453275179942,0.7406640448262716,1575.3933613606873,7,95,3182.6638609625784,BADS
w2121301,7.714791867164379e-5,9.988598719410088e-7,0.7586618253588676,0.29570553004741673,763.9031305909156,912.75509595871,1.984270235598087,2560.6660487481104,7,149,5156.359721637839,BADS
wb14ab17,4.2126092086530414e-5,8.751239217182225e-5,0.8075176276582352,0.2325423984647205,704.7011117592775,871.4003208460783,1.584267087207845,1610.19967323836,7,94,3252.20240995261,BADS
wc59a729,6.114860769280334e-5,1.1218763262749966e-10,1.431903954998852,0.11043783079112476,801.7563062261619,846.7245097781415,1.1641687817448836,1758.1426516693252,7,100,3548.521494640567,BADS
wcb4623a,4.447949328441069e-5,0.00017994144898820128,0.8511423053474813,0.4483615389672389,1014.555948821045,1350.2817975561973,1.343176559905731,1690.895972118156,7,95,3413.6690824775155,BADS
w672a25c,5.782847129831279e-5,0.00013848866763084357,1.3123150355863618,0.001610641234947268,962.0955265796514,1185.7552862955345,0.7863137949479279,1768.421952798284,7,98,3568.938677947262,BADS
wf36c682,8.789989065650351e-5,9.579181886209561e-5,0.6800716947838146,0.2333597357176723,812.4786874437633,637.089958745446,1.9998584949543237,1562.6453274203654,7,94,3157.093718316621,BADS
w5c58b96,5.535986604800191e-5,0.00013940362301715574,1.2699885165542946,0.33425783060578396,1511.4910445801797,833.3051206456732,1.5040977260502402,1558.1934963601436,7,87,3147.648349550869,BADS
w397496b,8.284593122466777e-5,2.359728841075189e-9,0.8081230095028876,0.32335704773664475,840.8885329961778,1006.8344131112098,1.9985756015777585,2582.595304942882,7,149,5200.218234027383,BADS
w9376389,5.3751696021622235e-5,0.00018035703941351062,1.3423414761979122,0.40939510546361524,1663.0623862532361,1126.8266854722542,1.4372966078286749,1675.6147600981494,7,93,3382.957716648372,BADS
w158db17,8.057811986818471e-5,1.6582803240684596e-5,1.1386957280621661,0.001027838071834145,642.5858318218449,517.1251191019394,0.9328310042961107,1556.7266897908708,7,95,3145.3305178229452,BADS
w9864444,9.08615903666964e-5,9.806602162891836e-5,0.6255289437435567,0.3253148884885014,586.5023368038237,405.59135898947744,1.5154476650245485,2390.4134129653467,7,147,4815.759854038144,BADS
w05e5ad5,5.2292139840930726e-5,6.386319854668193e-5,0.9614110285078641,0.4133822896180209,698.1651008536576,928.7060344824569,1.9337644118652677,1638.9819410628631,7,93,3309.6920785777993,BADS
w6d23692,5.885620103603205e-5,1.9409691086166517e-5,0.7349794036888487,0.31328561568392616,564.3001362266662,713.8557292102635,1.8822431534706991,2517.5634377528604,7,146,5070.012121857679,BADS
we289943,7.635152772436932e-5,1.0047856457350247e-7,1.1679395519205857,0.06286456358400225,475.45211663910027,609.8480548014843,0.9853550630279956,2488.4575336564476,7,148,5011.895553229244,BADS
w6f95ee3,8.69812147228494e-5,1.567853022059702e-5,1.1736237132549285,0.20890877962112425,1325.2096414566042,1288.28102350235,1.9915820205211638,2581.8212286228704,7,148,5198.6229431620895,BADS
w6eb2a0a,7.516632069341536e-5,1.672467462672383e-10,1.1743950736522675,0.2513104701042176,3330.288785696029,1290.5413210391998,1.9999999511241913,1521.0889724929514,7,85,3073.276503781335,BADS
w2424d8d,7.433678722841517e-5,2.7608797233192186e-5,1.0786834916862789,0.013408536131973983,465.43142530426866,829.1646846659206,0.9621164261936247,1692.0463806570388,7,99,3416.2586002650196,BADS
