wid,d0,d1,d2,θ0,θ1,θ2,T1,T2,neglogl,param_count,n_trials,bic,optimizer
w3c803c1,9.90280226653877e-5,8.038094078002956e-5,6.106280462725662e-5,0.19700286298419772,0.7090921479534915,0.5010640247168863,1044.229939072591,419.1961101584412,2553.767559905689,8,148,5147.512818001491,BADS
wdaebe9a,5.9861078612056584e-5,0.0005332936446330337,3.944105492761554e-5,0.4869434562793322,0.7994196552317588,0.7049405337403005,924.4586853725195,788.1519112488604,1663.1099552823052,8,95,3362.650925697415,BADS
w457a2a0,0.0001072850172952989,0.000159870860935878,0.00011154547777923271,0.42853746430611295,1.0113245715352557,0.6521905365282862,976.7525737495816,505.0530641260593,1653.1510791864916,8,100,3343.143519860888,BADS
wc71252e,9.37204427815453e-5,0.00016530537257539713,5.064747761391172e-5,0.42986446792259814,1.1701662999019027,0.7856418288871646,1539.834058750421,843.5146628879012,1685.5299727762708,8,95,3407.490960685346,BADS
w8250429,8.991621557399611e-5,0.00037791007182467475,2.564490962914655e-5,0.655563989177067,1.0788049909364406,0.9012768197086882,810.963449619442,581.5203531337942,1676.3432375055975,8,97,3389.284162839222,BADS
w5dd5645,6.217399763469415e-5,0.0002526230172733868,2.7971578075304876e-5,0.6163953278599366,1.1481533402036437,0.8235628966124932,1118.3606739159586,881.2360916632316,1593.5729591354946,8,89,3223.0550092288463,BADS
wa64273f,6.804496755668615e-5,0.00018727600781481843,2.427175565786851e-5,0.42009347545539416,0.8033120980079083,0.8770013381036023,903.2335817295714,831.8321175325191,1717.3410310177237,8,94,3471.0284202936073,BADS
w578a7cb,2.644132769756908e-10,0.0007760458182797379,7.304590106429775e-5,0.4139125924291284,0.6207912047744366,0.6779332301053955,240.448618122173,718.2585736866716,1737.4573645171815,8,98,3511.594468863728,BADS
wb651fe0,8.245467810091129e-5,0.0007059464859264887,2.971079335232332e-5,0.533901120647788,0.7172066844254732,0.7619204645603895,789.3056526780131,837.1452409774064,1688.5780657531916,8,96,3413.670917038126,BADS
wcb87506,7.233450662716458e-5,0.0009458681043692629,3.968720696681802e-5,0.3801363479682186,0.6330804207286566,0.6126364370929513,332.3339416707315,471.1221586912873,1661.02512387701,8,100,3358.8916092419245,BADS
