wid,d,θ1,Δ,T1,T2,neglogl,param_count,n_trials,bic,optimizer
w3c803c1,6.828657217608817e-10,0.7241341240753536,0.3204640401879442,1151.5535388156425,681.608663877705,2635.0933242748515,5,148,5295.172709918524,BADS
wdaebe9a,6.015090767002783e-5,0.9733782687899656,0.3289589023866575,1010.6244473674452,948.2374222876388,1657.7598506807212,5,95,3338.289085819445,BADS
w457a2a0,0.00010808776643672998,1.3013893352110788,0.3025820741370035,1095.113661813116,509.4085559658312,1662.482748010326,5,100,3347.9913469505927,BADS
wc71252e,7.320667968584937e-5,1.0537724113464353,0.5357606512308121,1967.3014134168625,897.862483561039,1689.9570065553496,5,95,3402.683397568702,BADS
w8250429,7.300701917644967e-5,1.2281972688972018,0.4110272851563059,1040.5439071764704,621.5976143430453,1680.8725191390927,5,97,3384.6185931707023,BADS
w5dd5645,6.929624439586797e-5,1.3895613906648758,0.4080565732938021,1288.353826807861,865.1929992758597,1598.57328087742,5,89,3219.5897436035007,BADS
wa64273f,5.1307992385729096e-9,0.7849495189639526,0.516514670723983,1337.950978095023,1182.6723822917131,1771.6676734047455,5,94,3566.051820720841,BADS
w578a7cb,5.6761690279195844e-5,0.9879853611148656,0.30759829868876526,263.2436809508762,869.1938436073773,1735.6855744992358,5,98,3494.2959863918245,BADS
wb651fe0,5.5140397548410916e-5,1.010811227771537,0.448970346685328,993.749002412369,891.3461478694444,1689.5297905343166,5,96,3401.881322025972,BADS
wcb87506,7.567727140332019e-5,0.7375679337780457,0.28248529830714686,475.10246339370525,546.5761277009735,1663.7583197817426,5,100,3350.5424904934257,BADS
w11ae0c3,8.410832242512885e-5,0.8683532258460764,0.4953633899404667,845.752375404118,585.6695693510119,1734.9438409079798,5,100,3492.9135327459003,BADS
w0c70a81,5.82068865670776e-5,0.9420349464164791,0.360132437345419,1437.4741690960946,608.0336204118798,1676.8842351739654,5,95,3376.5378548059334,BADS
wbcb6e6a,6.237979530449074e-5,0.8028036499023438,0.35067504882812495,1318.5718536376955,537.8376007080079,1571.000925670522,5,92,3164.6107942262893,BADS
wdf61453,7.503513304664476e-5,0.7662246820570727,0.30539127052761617,835.1049945104024,575.0917449506235,1614.5922600571196,5,95,3251.9539045722418,BADS
wa3a9848,4.344763922571229e-5,1.1787746060804782,0.5332271425465297,922.739566283781,1184.018685750198,1624.1555804240757,5,87,3270.6407014414244,BADS
wf63b737,9.527584245369618e-5,1.0790966429608122,0.3618233163608056,1009.547842464963,637.1338081028628,1342.6424315042434,5,80,2707.1949961818564,BADS
w4ff13f3,5.885165783726228e-5,1.1143029594421385,0.29691514730453494,328.7264347076417,631.1030685901644,1707.4361413444033,5,100,3437.898133618747,BADS
w313d7aa,5.184328117589505e-5,0.8366209911922728,0.25402458295778235,840.2610246838495,592.0510875800575,2509.2780347303205,5,146,5043.474102569183,BADS
w0e2f500,4.841923270970428e-5,0.7670797725148442,0.38027006137639546,682.9899786095671,1047.5809513563947,1560.0619489224991,5,87,3142.4534384382714,BADS
waedfc9c,6.59264016383998e-5,0.7392040498554706,0.34090037040412424,732.5747907161712,792.9718244820832,1708.1368782571285,5,100,3439.2996074441976,BADS
