wid,d,θ1,Δ,T1,T2,neglogl,param_count,n_trials,bic,optimizer
w96b09fe,6.646590678920222e-5,0.976196403503418,0.4231896531581879,933.1840157508852,744.6183383464816,1655.3753676959714,5,95,3333.5201198499453,BADS
w9ff051d,5.706976230632307e-5,1.0348922832376954,0.33898945090972116,1844.9735421636433,717.2224486425874,1727.9138131819539,5,99,3478.8032256145807,BADS
wdcfc216,7.24397551859677e-5,0.792468444462902,0.2978010932463621,1073.1233280752351,599.6220422758597,1687.5943110123467,5,100,3398.214472954634,BADS
w4a3c9b0,5.973797689791625e-5,1.2761718851442128,0.26544587665139263,1145.3413796040877,729.4848254200587,2268.7386370629233,5,131,4561.853260741852,BADS
wde62b3d,5.986380018120678e-5,0.8574519532224987,0.39884486851943624,559.2642350030703,533.493535758885,1637.0827092206146,5,95,3296.9348028992317,BADS
w5284fa9,0.0001065653339297917,0.5764392796646144,0.4998829402953516,1124.812368667631,769.2584178105109,1624.7947533518754,5,95,3272.3588911617535,BADS
w18b16aa,6.086998817872575e-5,0.6550710970582622,0.4085969115409898,848.6406393667494,555.6758977745633,2541.4569683911036,5,148,5107.899998151028,BADS
w430272a,0.00010843716652062644,0.7516364833798252,0.39431623116410264,1208.374846251536,618.1429020309225,1572.0201521083795,5,95,3166.8096886747617,BADS
w2121301,7.135398444739549e-5,0.7748852288603666,0.39068831929303993,758.4251664833577,783.0232828313458,2556.327388096509,5,149,5137.674507722745,BADS
wb14ab17,4.4356035817553676e-5,0.7248777426466223,0.2171681814889962,813.3605133903075,887.9207646807121,1610.286711236427,5,94,3243.289896384204,BADS
wc59a729,7.686020034537775e-5,1.24008116947199,0.43654535865737326,1057.3205871698974,501.83236023375486,1742.246136270455,5,100,3507.5181234708507,BADS
wcb4623a,5.923665670982028e-5,0.817374532914473,0.4015287944958982,1151.1825032896013,1485.2945925089446,1694.5451746301362,5,95,3411.859733718275,BADS
w672a25c,1.000019488605393e-10,0.7886408179691053,0.3196318630305934,1091.8322908285209,1444.0041976637704,1828.9480972822025,5,98,3680.821031957758,BADS
wf36c682,7.851433548705219e-5,0.72508460521698,0.24566287517547608,788.3486986160281,643.454623222351,1560.3214991487325,5,94,3143.359472208815,BADS
w5c58b96,7.584255216080534e-5,1.1839575276523826,0.5221777229104191,1759.2902100179344,808.2682592328639,1552.7462733495404,5,87,3127.822087292354,BADS
w397496b,6.245872136431682e-5,0.7829420078286715,0.3787333550816648,657.6500675369739,899.6165870955217,2581.565146398004,5,149,5188.150024325735,BADS
w9376389,7.697109823115843e-5,1.1766547278211599,0.44999708202669353,1871.5888258123416,1182.5978736741035,1672.2561922825735,5,93,3367.175382030913,BADS
w158db17,8.22015561945125e-5,0.8192637983494206,0.22271072282604565,720.7684420267469,381.806260966664,1551.7529795485439,5,95,3126.2753435550903,BADS
w9864444,9.802886823648286e-5,0.616889271736145,0.30927367210388185,614.5531415939332,409.9985837936401,2390.002207418136,5,147,4804.9565777701655,BADS
w05e5ad5,5.5400618738783216e-5,0.9575290701775759,0.4471886964534883,744.3176441600884,897.353131320637,1638.9122797373366,5,93,3300.4875569404394,BADS
w6d23692,5.166651305339434e-5,0.7990630137175322,0.3856515988707543,477.6137024164201,639.2900723963978,2511.6548126018192,5,146,5048.22765831218,BADS
we289943,8.20224618658542e-5,0.9946108627319336,0.30053756713867186,477.21424102783203,505.9944152832036,2454.353026428068,5,148,4933.692114224957,BADS
w6f95ee3,8.08754565540191e-5,1.1366972973803058,0.4043330549495295,1293.0781363043934,1059.1012244578453,2583.220177143326,5,148,5191.426415655473,BADS
w6eb2a0a,6.258535448124682e-5,1.151922114145372,0.35492331379548686,3295.110186965206,1129.3037221919253,1526.1255134386374,5,85,3074.4642831597266,BADS
w2424d8d,6.345716889778558e-5,0.8261662272200732,0.3191080164938248,523.0064084369144,624.7455012459806,1696.0359268268403,5,99,3415.0474529043536,BADS
