run,true_θ1,true_Δ,fitted_θ1,fitted_Δ,rss,n_trials_generated,n_trials_fitted
1,0.18285378234615932,0.7568197849064651,0.27752405842233063,0.6026716793146886,3.5700971822251746,100,100
2,0.49796577216775606,0.2955833356549132,0.29756186788673106,0.22387975833903637,2.4007976915022526,100,100
3,0.3218078503593551,0.03901668563538476,0.23402958094720736,0.10641442669998555,1.8885309542674724,100,100
4,0.9564730594056807,0.904937436641392,0.7270800171485222,0.9008472987852941,6.402344326187699,100,100
5,0.12193121351939841,0.6714016649447226,0.3295040836674734,0.522980326635161,6.123445915164342,100,100
6,0.04821171439509603,0.14886753082072407,0.12811162186636013,0.060678712981876486,1.8735809254938696,100,100
7,0.2922994968265525,0.21530719547811458,0.6490386283647788,0.012456411931792984,2.471083343855367,100,100
8,0.77735845603225,0.27579640658186483,0.8716794800767633,0.2372269482654614,2.789918096133684,100,100
9,0.4565500248230606,0.5428769219771644,0.7972799163861012,0.3696473281225226,3.4643241735599895,100,100
10,0.6310854469077167,0.7010647722520192,0.32950318261661005,0.9491154055633124,4.1497835751442285,100,100
11,0.24063047928167097,0.8717777097036035,0.4019759335025476,0.9949945951741944,5.38893919440902,100,100
12,0.04350468129467575,0.019183696250525434,0.30373861222799625,0.028551053828276413,1.1770847995345022,100,100
13,0.06094269701696573,0.5917617093709261,0.3816893134070145,0.01982220438371582,1.413661575564077,100,100
14,0.1410144117445793,0.5640556442078157,0.10688933646608197,0.4580429594770332,3.674451366122728,100,100
15,0.5396178095271662,0.6064100201218493,0.058543946669569774,0.8203229681123805,3.9672239886184535,100,100
16,0.22438078438515646,0.9434317310943561,0.16774525754842035,0.7589990305385785,6.1504961348696465,100,100
17,0.5365298770555885,0.28046108403724407,0.27671096035132275,0.258485331812898,2.601636832912886,100,100
18,0.37734198221898385,0.12901179823021486,0.21729740198577213,0.06779767439655508,2.2520717832128017,100,100
19,0.6387486980956497,0.7536440237828664,0.5584516806847961,0.5229039924114997,4.580246204979533,100,100
20,0.7345113872430116,0.8368888162039131,0.8069553205931977,0.6197352587184692,4.9922410781562006,100,100
21,0.3523199802855161,0.41772494916082753,0.2682504458503262,0.32735731384354416,4.686037656540295,100,100
22,0.18892394327852394,0.45124052392406844,0.029728046915029175,0.41645022722056985,3.0365653687498018,100,100
23,0.08900883431427203,0.5129586925311871,0.41752036745117826,0.15808384311009355,2.344041235260116,100,100
24,0.2376657636913705,0.9310692779782865,0.4706252679772358,0.940687555689106,7.318939241465535,100,100
25,0.714817029205647,0.041103811239724085,0.37240672146982595,0.049703411504388124,1.5497875867075281,100,100
26,0.28788319963870607,0.07424239772507792,0.3047857676706252,0.03603169396724993,2.169441529423699,100,100
27,0.9478413078415701,0.026875269387214518,0.9031804104858419,0.0537784819842025,1.4600166140790036,100,100
28,0.19782704719219066,0.08771134486442093,0.3841816005670812,0.01729838897618694,2.2741391497650154,100,100
29,0.19651949881057063,0.5051091624385545,0.030026874218618164,0.40352677954889465,3.0840965491998493,100,100
30,0.8394010695292482,0.5078331685115167,0.6166623722063735,0.3772226312751792,3.1703119126148276,100,100
