run,true_θ1,true_Δ,fitted_θ1,fitted_Δ,rss,n_trials_generated,n_trials_fitted
1,0.2813783677288688,0.19277733074997577,0.40247963082137295,0.029757648569519613,0.9880187122390628,100,1000
2,0.8248641118178537,0.9518871819861607,0.8486439733916594,0.9713975553892817,1.6653504482672912,100,1000
3,0.7352941281820149,0.210281057612623,0.7552547746816975,0.224202799084047,1.5894292066201892,100,1000
4,0.23475339471629877,0.3837668723755439,0.18761936872679155,0.3359482585143531,1.0792828964848986,100,1000
5,0.6408477477442852,0.8332920494633761,0.7444983594436719,0.7250265912102469,2.6121925504310557,100,1000
6,0.8282847432887476,0.21723669031092444,0.6908213805191233,0.20085083659499822,0.7135119330084809,100,1000
7,0.5451248396041439,0.3344907042362188,0.5627609462954828,0.29547407658437985,0.9361057269049767,100,1000
8,0.9597400018856675,0.051485642808122616,0.7148188979969419,0.07362836530906325,0.7332947669311799,100,1000
9,0.8630352142777586,0.3051277869409784,0.7412669424966833,0.2698942489647535,1.0172002242034606,100,1000
10,0.10870934240092094,0.2682399536116559,0.28846488852527324,0.1535775969786406,0.36769853392482793,100,1000
11,0.68061788997662,0.17105593672383673,0.45362500479643536,0.20451697298608676,0.8818710923023917,100,1000
12,0.515287375560845,0.1360644284207228,0.5261307799750506,0.1534633882007499,0.7546605018158807,100,1000
13,0.11653084307546176,0.16302717248642526,0.1849461981695519,0.207599066853805,0.8754176853115437,100,1000
14,0.9805711369423126,0.4093462302850351,0.4370339436452563,0.5373953358263305,0.9916313784679335,100,1000
15,0.05435484547867112,0.7214912307811818,0.015354544414509688,0.7172792600348444,1.0526258800049235,100,1000
16,0.489883032063214,0.8253250998645187,0.3993220947384006,0.9006080689922441,1.436906752248067,100,1000
17,0.0636804311877945,0.36943837652847633,0.26979866952807663,0.20199436691651024,1.095311181472987,100,1000
18,0.16563656776406085,0.035989368227123175,0.12415639974344284,0.15603029403281202,0.9498703691725179,100,1000
19,0.822030571193807,0.45996161709132877,0.42110624647674466,0.6466068913093103,1.4405144152942226,100,1000
20,0.508296903749717,0.9516755640102801,0.5108847353099165,0.9885482069049852,1.6536698302474349,100,1000
21,0.9392672287603843,0.1503631631380352,0.6978460423339881,0.09133528355198342,0.6440680317918908,100,1000
22,0.9877241573100481,0.14452092770366207,0.9307683134488921,0.1470204206232064,1.122732281983142,100,1000
23,0.17017534504511284,0.5471015992264681,0.12843204682363854,0.5060474990228567,0.6161474925389203,100,1000
24,0.717677987450844,0.11398170739451648,0.4879960708907319,0.09219510221249488,0.6291456428929236,100,1000
25,0.12301267465899224,0.504436126023785,0.12036491774728272,0.4769460574395962,1.3735370272379042,100,1000
26,0.4691344116244867,0.956911546287149,0.68691614571436,0.9594111007088972,1.5419491712000593,100,1000
27,0.31958842775989077,0.5622916508734113,0.45400750243672133,0.37624391647165567,1.0635270634050145,100,1000
28,0.4468066650601283,0.15931712669508435,0.2353899121062247,0.19522292612915151,1.0135318017930355,100,1000
29,0.724980453560437,0.018496036877553343,0.6997194688097811,0.01817402945441512,0.5776337628226667,100,1000
30,0.14152019218293138,0.6862759716547144,0.1800723383938303,0.51277473412409,1.1629659981355875,100,1000
