run,true_θ1,true_Δ,fitted_θ1,fitted_Δ,rss,n_trials_generated,n_trials_fitted
1,0.8470811121484855,0.8588042560068384,0.6403515625,0.7230126953125,257.8596830200842,100,100
2,0.6214543625230524,0.5709768705388714,0.36282782880571635,0.021195113795838588,45.92544788996504,100,100
3,0.4254898726302772,0.7305639391013405,0.24715101536024262,0.4146601486507522,19.092680633729962,100,100
4,0.525616114405666,0.46401200348445715,0.17665951421600767,0.01606868708622643,12.167459519962998,100,100
5,0.5708569381051043,0.45377832935804774,0.02710330047673779,0.33695576587051623,9.366675379516883,100,100
6,0.8944408834638701,0.928465768530775,0.6737134897708893,0.918706214427948,44.907604503546594,100,100
7,0.7958166615885245,0.1636829984898763,0.057352809137155424,0.33226577529712814,8.738611046796782,100,100
8,0.5203802381002156,0.021754936993961166,0.2690449142456055,0.07164651870727541,6.81260364211083,100,100
9,0.9242177302645057,0.9382489752636975,0.3078670521327331,0.8063212832677346,23.15664502410823,100,100
10,0.9577529171289607,0.03124087635860532,0.29041989766410553,0.06171469427761626,7.605263881497011,100,100
11,0.5914926853782164,0.4682453128074443,0.8502023802697659,0.10599538691341881,23.059113629740107,100,100
12,0.14502885715400385,0.9837588549692206,0.6436719556612632,0.8088242683407196,59.49337359235003,100,100
13,0.33527780983590433,0.11945188678843774,0.2583967763273731,0.1961683506055652,11.260204963324473,100,100
14,0.6569403300307733,0.30119273814954517,0.22861729741096498,0.05433026850223544,12.659805499973146,100,100
15,0.4407406390303931,0.5613904057408807,0.26754603882756783,0.17024923378776294,9.037218477750388,100,100
16,0.5629884317080276,0.4204113446180905,0.2594345794932451,0.0011479718366172013,7.9827354842031255,100,100
17,0.05728175908002404,0.1416702394870294,0.003355789997031013,0.07327536431104369,5.769433289144193,100,100
18,0.831915641126639,0.3247625319166362,0.2890791132361255,0.25542938863899056,7.368406784965986,100,100
19,0.2750842274373387,0.9850046315319088,0.0647033107094467,0.9460704616643488,22.18133625034543,100,100
20,0.34963891492829724,0.3273032905676151,0.020180167071521305,0.08687474966049197,8.675338423508405,100,100
21,0.44996289498370323,0.34477150237859516,0.0010000000040600529,0.0010000377992400932,10.703661954477486,100,100
22,0.5784096159309466,0.5694899782875812,0.4634677390730969,0.3995356357695082,18.10260662743173,100,100
23,0.4993442838461097,0.5645595688434687,0.11103027343750001,0.01338378906250003,35.30634948728871,100,100
24,0.18272747758798719,0.9042668318678854,0.37736661668546734,0.23709685252571944,13.67873509748508,100,100
25,0.2652018225572873,0.27704123498543,0.12103127830102788,0.002726194489097855,8.544698881619894,100,100
26,0.8245005900386505,0.05069064192589847,0.25879123758728384,0.001000192091742061,10.607383706750472,100,100
27,0.5183726921357632,0.3094546444637668,0.17038512330981068,0.42730758584614165,8.750252931910511,100,100
28,0.2898985692319421,0.41830246999112325,0.22539078674890337,0.14234673385195495,10.099711233708256,100,100
29,0.763095692422393,0.20057403166377186,0.22076171875,0.016767578125000033,7.778721342815766,100,100
30,0.992274781738277,0.5305636040583012,0.9729296875,0.19030761718750006,55.195577172822325,100,100
31,0.10801135294180599,0.0958432242121985,0.3019535050515515,0.052465837079362296,4.97638765722587,100,100
32,0.5136058066136638,0.0572540052505812,0.009458888963929196,0.1810612888223122,7.940674538491416,100,100
33,0.9473725233722802,0.9009069901266995,0.14032810854609126,0.6303678841493093,141.83088004641587,100,100
34,0.6532223075166058,0.9489898700083887,0.2077099609375,0.9946826171875,26.422880169781074,100,100
35,0.6835369643710877,0.7293670498945425,0.04421247573773149,0.2864264195470605,60.254753732291306,100,100
36,0.15950225641673987,0.14056631503359787,0.1576381170719833,0.2627210295869009,7.490405555688158,100,100
37,0.4917703072214907,0.09448072830525747,0.11025784567787299,0.23642693672419923,7.7896664831586495,100,100
38,0.3058396211833579,0.849617891564239,0.12310180991888049,0.6675825185328722,50.61405301526453,100,100
39,0.721404116890853,0.10646388989211267,0.03123406005703604,0.329317712622642,7.652150657094063,100,100
40,0.31773857875561407,0.6891279386325214,0.7607057949621594,0.2841375457142749,16.900386305913116,100,100
41,0.20317309735777797,0.8640669720570189,0.09478348026465573,0.6099089576014683,36.00036319421298,100,100
42,0.9575264370509512,0.8985788123071596,0.683445841310022,1.0211200458454548,40.737917998589595,100,100
43,0.61818463058384,0.7975138506972594,0.5674348735809327,0.8661250686645509,99.11917164301481,100,100
44,0.7893207774014264,0.907214305859745,1.3438624572753906,1.5112995910644529,307.07511053530664,100,100
45,0.05957821316158325,0.881096927623539,0.7592590544042832,0.08645046251990267,14.68529919656206,100,100
46,0.9955255547978293,0.9350228863487339,0.4227463877401351,0.7065449490671927,47.95507564685712,100,100
47,0.2920481566556596,0.49656090807245984,0.0010159991064574775,0.3275032246913179,14.690750634595833,100,100
48,0.6615874125616894,0.8775906831977445,0.34212955776632437,0.7495989323485795,16.277772458783126,100,100
49,0.3254282218686865,0.10264190065687617,0.6330503991246224,0.0010106891393662034,8.882005377712606,100,100
50,0.8050420649336543,0.43763679613588363,0.5445432105954148,0.41920917926201356,8.572103939466901,100,100
