trial_idx,choice1,choice2,rt1,rt2,diff2,pda_loglik,pda_used_eps,pda_n_samples,analytical_loglik,loglik_diff,abs_err,mean_ll
1,2,4,2259.0,2352.0,,-16.372815027800215,false,1212,-16.567513370715734,0.1946983429155189,0.1946983429155189,-16.470164199257972
2,2,4,2060.0,2415.0,,-16.230554483070076,false,1024,-16.426525135487378,0.1959706524173015,0.1959706524173015,-16.328539809278727
3,1,2,3264.0,3606.0,,-18.14242857075046,false,1632,-18.10537855584861,-0.037050014901851114,0.037050014901851114,-18.123903563299535
4,1,1,2469.0,757.0,,-19.417395112492777,false,10000,-19.211996130399996,-0.20539898209278107,0.20539898209278107,-19.314695621446386
5,1,2,5601.0,3351.0,,-18.957512173434722,false,1653,-19.07627181558113,0.11875964214640788,0.11875964214640788,-19.016891994507926
6,1,1,6992.0,2473.0,,-19.307638316447015,false,2293,-19.32313133703809,0.0154930205910766,0.0154930205910766,-19.31538482674255
7,1,1,3163.0,840.0,,-15.897711674638423,false,1375,-15.86681837207671,-0.0308933025617133,0.0308933025617133,-15.882265023357565
8,2,3,2355.0,1424.0,,-17.821737248734305,false,10000,-17.788722275442975,-0.03301497329132985,0.03301497329132985,-17.80522976208864
9,2,3,2406.0,743.0,,-14.921013897232118,false,1006,-14.763150162448863,-0.15786373478325544,0.15786373478325544,-14.84208202984049
10,2,3,2182.0,3402.0,,-16.99750512319451,false,1095,-17.01865254611589,0.02114742292138061,0.02114742292138061,-17.0080788346552
11,2,4,4316.0,2218.0,,-18.033410501424214,false,1501,-18.097192864862187,0.06378236343797283,0.06378236343797283,-18.0653016831432
12,2,3,2022.0,1306.0,,-14.911893191344056,false,1024,-14.963291499335922,0.05139830799186562,0.05139830799186562,-14.93759234533999
13,2,3,1314.0,1565.0,,-23.008089788732917,false,10000,-24.424869191895745,1.4167794031628276,1.4167794031628276,-23.71647949031433
14,2,4,1786.0,2179.0,,-15.51511076220569,false,1024,-15.665796492620952,0.1506857304152618,0.1506857304152618,-15.590453627413321
15,1,2,2244.0,2277.0,,-16.94644063517467,false,1021,-16.89201227384404,-0.05442836133063267,0.05442836133063267,-16.919226454509356
16,1,1,1162.0,823.0,,-18.19509128880698,false,1047,-22.340339922669457,4.145248633862476,4.145248633862476,-20.267715605738218
17,1,1,1583.0,813.0,,-16.867004205030174,false,2301,-17.039848020520758,0.1728438154905838,0.1728438154905838,-16.953426112775468
18,2,3,1343.0,406.0,,-14.924976063711231,false,1018,-15.303409333404701,0.37843326969347046,0.37843326969347046,-15.114192698557966
