trial_idx,choice1,choice2,rt1,rt2,diff2,pda_loglik,pda_used_eps,pda_n_samples,analytical_loglik,loglik_diff,abs_err,mean_ll
1,2,4,2259.0,2352.0,,-16.53221617854241,false,1224,-16.567513370715734,0.03529719217332428,0.03529719217332428,-16.54986477462907
2,2,4,2060.0,2415.0,,-16.235945714255656,false,1023,-16.426525135487378,0.1905794212317211,0.1905794212317211,-16.331235424871515
3,1,2,3264.0,3606.0,,-18.03362889177704,false,1635,-18.10537855584861,0.07174966407156802,0.07174966407156802,-18.069503723812826
4,1,1,2469.0,757.0,,-19.42934011373748,false,10000,-19.211996130399996,-0.21734398333748572,0.21734398333748572,-19.32066812206874
5,1,2,5601.0,3351.0,,-19.00711580464417,false,1643,-19.07627181558113,0.06915601093696111,0.06915601093696111,-19.041693810112648
6,1,1,6992.0,2473.0,,-19.29330397405014,false,2212,-19.32313133703809,0.029827362987951744,0.029827362987951744,-19.308217655544116
7,1,1,3163.0,840.0,,-15.967927222163201,false,1388,-15.86681837207671,-0.10110885008649184,0.10110885008649184,-15.917372797119956
8,2,3,2355.0,1424.0,,-17.78789418830684,false,10000,-17.788722275442975,0.000828087136135025,0.000828087136135025,-17.788308231874908
9,2,3,2406.0,743.0,,-14.719622285707192,false,1005,-14.763150162448863,0.04352787674167047,0.04352787674167047,-14.741386224078028
10,2,3,2182.0,3402.0,,-16.810334147198894,false,1114,-17.01865254611589,0.20831839891699744,0.20831839891699744,-16.914493346657395
11,2,4,4316.0,2218.0,,-18.188240254160462,false,1512,-18.097192864862187,-0.09104738929827505,0.09104738929827505,-18.142716559511324
12,2,3,2022.0,1306.0,,-15.041180617580203,false,1024,-14.963291499335922,-0.07788911824428091,0.07788911824428091,-15.002236058458063
13,2,3,1314.0,1565.0,,-22.957457934262187,false,10000,-24.424869191895745,1.4674112576335574,1.4674112576335574,-23.691163563078966
14,2,4,1786.0,2179.0,,-15.666903123628806,false,1025,-15.665796492620952,-0.0011066310078540198,0.0011066310078540198,-15.66634980812488
15,1,2,2244.0,2277.0,,-16.906089084307073,false,1023,-16.89201227384404,-0.014076810463034661,0.014076810463034661,-16.899050679075557
16,1,1,1162.0,823.0,,-17.890334928323522,false,1062,-22.340339922669457,4.450004994345935,4.450004994345935,-20.11533742549649
17,1,1,1583.0,813.0,,-17.25864716844293,false,2232,-17.039848020520758,-0.21879914792217292,0.21879914792217292,-17.149247594481842
18,2,3,1343.0,406.0,,-15.04404274790099,false,1024,-15.303409333404701,0.2593665855037113,0.2593665855037113,-15.173726040652845
19,2,3,2737.0,885.0,,-17.242750799082152,false,1002,-16.895918856725302,-0.3468319423568502,0.3468319423568502,-17.069334827903727
20,1,1,4831.0,1406.0,,-19.439098495066112,false,10000,-19.55723259014556,0.11813409507944783,0.11813409507944783,-19.498165542605836
21,2,4,5316.0,3822.0,,-22.561457006682776,false,9832,-23.16934225986774,0.6078852531849641,0.6078852531849641,-22.86539963327526
22,1,1,2269.0,1413.0,,-15.96387234258459,false,1145,-15.84902261471014,-0.11484972787445002,0.11484972787445002,-15.906447478647365
23,2,4,1624.0,2118.0,,-17.004616098393367,false,1002,-16.959452815633476,-0.04516328275989068,0.04516328275989068,-16.98203445701342
24,2,4,1568.0,3572.0,,-17.661174087416196,false,1512,-17.60921558090064,-0.051958506515557445,0.051958506515557445,-17.63519483415842
25,2,4,3076.0,2289.0,,-18.87993118234124,false,1366,-18.52221117560556,-0.3577200067356827,0.3577200067356827,-18.7010711789734
26,2,3,5505.0,945.0,,-32.83723858182447,false,1016,-24.189099333201984,-8.648139248622488,8.648139248622488,-28.51316895751323
27,2,3,2532.0,478.0,,-15.752383760492277,false,1034,-15.889706859985598,0.13732309949332056,0.13732309949332056,-15.821045310238937
28,1,1,3083.0,391.0,,-17.14330705654168,false,2180,-17.19264060577414,0.04933354923246114,0.04933354923246114,-17.16797383115791
29,1,1,3601.0,274.0,,-17.956696398636417,false,1245,-19.225834571666184,1.2691381730297664,1.2691381730297664,-18.5912654851513
30,2,4,5781.0,1691.0,,-19.390307283094458,false,1034,-19.472066000874158,0.08175871777969945,0.08175871777969945,-19.431186641984308
31,2,3,1492.0,958.0,,-18.09387855086122,false,5746,-18.04343230215246,-0.050446248708759356,0.050446248708759356,-18.06865542650684
32,1,1,4738.0,507.0,,-18.22096761871441,false,4616,-18.01681205857122,-0.20415556014319236,0.20415556014319236,-18.118889838642815
