trial_idx,choice1,choice2,rt1,rt2,diff2,pda_loglik,pda_used_eps,pda_n_samples,analytical_loglik,loglik_diff,abs_err,mean_ll
1,2,4,2259.0,2352.0,,-16.461832508425427,false,1000,-16.567513370715734,0.10568086229030627,0.10568086229030627,-16.51467293957058
2,2,4,2060.0,2415.0,,-16.211739520598034,false,1000,-16.426525135487378,0.2147856148893439,0.2147856148893439,-16.319132328042706
3,1,2,3264.0,3606.0,,-18.136560582042904,false,1000,-18.10537855584861,-0.03118202619429411,0.03118202619429411,-18.120969568945757
4,1,1,2469.0,757.0,,-19.577902160299306,false,8706,-19.211996130399996,-0.3659060298993104,0.3659060298993104,-19.39494914534965
5,1,2,5601.0,3351.0,,-19.08155273343346,false,1000,-19.07627181558113,-0.005280917852328315,0.005280917852328315,-19.078912274507296
6,1,1,6992.0,2473.0,,-19.149222004413673,false,1000,-19.32313133703809,0.17390933262441877,0.17390933262441877,-19.236176670725882
7,1,1,3163.0,840.0,,-15.927829192953212,false,1000,-15.86681837207671,-0.061010820876502336,0.061010820876502336,-15.89732378251496
8,2,3,2355.0,1424.0,,-17.960156964921868,false,1008,-17.788722275442975,-0.17143468947889318,0.17143468947889318,-17.87443962018242
9,2,3,2406.0,743.0,,-14.7096649923837,false,1000,-14.763150162448863,0.05348517006516218,0.05348517006516218,-14.736407577416282
10,2,3,2182.0,3402.0,,-16.997732217244884,false,1000,-17.01865254611589,0.020920328871007143,0.020920328871007143,-17.008192381680388
11,2,4,4316.0,2218.0,,-18.123859166469465,false,1000,-18.097192864862187,-0.026666301607278342,0.026666301607278342,-18.110526015665826
12,2,3,2022.0,1306.0,,-15.042622758919624,false,1000,-14.963291499335922,-0.07933125958370191,0.07933125958370191,-15.002957129127772
13,2,3,1314.0,1565.0,,-22.940651683729044,false,10000,-24.424869191895745,1.4842175081667008,1.4842175081667008,-23.682760437812394
14,2,4,1786.0,2179.0,,-15.528721340384056,false,1000,-15.665796492620952,0.13707515223689626,0.13707515223689626,-15.597258916502504
15,1,2,2244.0,2277.0,,-17.166790696625927,false,1000,-16.89201227384404,-0.274778422781889,0.274778422781889,-17.029401485234985
16,1,1,1162.0,823.0,,-17.431140961472426,false,1000,-22.340339922669457,4.909198961197031,4.909198961197031,-19.88574044207094
17,1,1,1583.0,813.0,,-16.989154203498533,false,1000,-17.039848020520758,0.05069381702222486,0.05069381702222486,-17.014501112009647
18,2,3,1343.0,406.0,,-15.035589576143739,false,1000,-15.303409333404701,0.26781975726096263,0.26781975726096263,-15.16949945477422
19,2,3,2737.0,885.0,,-16.722971158075364,false,1000,-16.895918856725302,0.17294769864993853,0.17294769864993853,-16.809445007400335
20,1,1,4831.0,1406.0,,-19.638274305548723,false,1167,-19.55723259014556,-0.0810417154031633,0.0810417154031633,-19.59775344784714
21,2,4,5316.0,3822.0,,-24.89061431078225,false,1000,-23.16934225986774,-1.7212720509145107,1.7212720509145107,-24.029978285324994
22,1,1,2269.0,1413.0,,-15.929484503464742,false,1000,-15.84902261471014,-0.08046188875460203,0.08046188875460203,-15.889253559087441
