wid,d0,d2,θ0,θ2,T1,T2,neglogl,param_count,n_trials,bic,optimizer
w3c803c1,0.0001561800763742623,0.0019208468175839486,0.37793655286754074,0.02762981383617448,1778.7014563255068,1296.9068201222399,2515.086011700724,6,140,5059.821877937105,BADS
wdaebe9a,0.00010480030019032195,6.956349284757215e-5,0.5626575656680507,1.0633127140215217,908.4037252519919,529.9398020106308,1660.6647710356617,6,95,3348.652803420927,BADS
w457a2a0,0.00018609368884903692,2.0776657177237517e-5,0.4156949354700756,0.10645130224492448,2495.574831041514,1068.6008837759118,1679.1787814040792,6,95,3385.680824157762,BADS
wc71252e,5.192608840703331e-5,5.590254488501206e-5,0.69936119181732,1.0804959647210397,916.3738174926948,1019.6489831624602,1590.2597747511736,6,87,3207.3149982142745,BADS
w8250429,0.0001221791284918363,0.00013909452371482862,0.5856265807963792,0.21161745396093468,1637.310369568877,1194.7038927813992,1578.9594839745816,6,88,3184.7829888360325,BADS
w5dd5645,5.917247849797691e-5,3.7925397340522464e-5,0.7442889535427093,1.039335249662399,873.2595205307005,769.2291021347046,1481.161760882132,6,82,2988.7638372478496,BADS
wa64273f,0.0001601114471514227,1.2592702170236625e-5,0.32084016297317824,0.016942092080358323,2339.193570548398,2305.5820112532856,1716.3116653864522,6,92,3459.7540622351985,BADS
w578a7cb,0.00016377378893722138,0.0007473107280552036,0.30389263559194657,0.0010000000004584037,1672.8006649789677,1431.9948833195665,1713.9781655758165,6,95,3455.2795925012365,BADS
wb651fe0,0.00023026766300195285,1.0000000343111913e-6,0.3596799379587174,0.27799547858536244,2220.2606700360775,1289.9935401976106,1535.8931512234924,6,87,3098.581751158912,BADS
wcb87506,0.00019704796900597664,1.4190229384585244e-6,0.39679487012661413,0.01623879536920871,803.689688118902,989.527377957711,1504.4423437873584,6,90,3035.8835455966982,BADS
w11ae0c3,0.00017946801590265897,0.00019072935702371265,0.46477792348904035,0.18101736617821187,1247.6946210641734,1476.9925800850222,1564.131195830741,6,90,3155.2612496834636,BADS
w0c70a81,0.00012055732844086498,0.00034648610905514384,0.35732084641321754,0.1288097345119193,2626.0721357476887,1455.993895071108,1748.6759743695434,6,95,3524.67521008869,BADS
wbcb6e6a,0.00014410767537888214,0.000519867976770768,0.4473700972304332,0.30615064450994567,2207.063230431811,855.2058573804259,1578.020633764854,6,89,3182.973085748101,BADS
wdf61453,0.00013194732066913037,2.14723072399905e-5,0.3493907991334891,0.2534473189081291,1364.41001440744,1109.622103024594,1687.088583030291,6,95,3401.5004274101852,BADS
wa3a9848,0.00023931792898379802,1.671550267871482e-5,0.3991481657228141,0.0010000000000082116,3240.4677076940516,2466.8084683698653,1629.1787638780145,6,87,3285.1529764679563,BADS
wf63b737,0.00020900353123065905,4.673020811086142e-5,0.3772691176831723,0.031956155300140426,2193.2985678315163,1184.4137288630006,1482.0174936136416,6,84,2990.619888020343,BADS
