wid,d,θ1,Δ,T1,T2,neglogl,param_count,n_trials,bic,optimizer
w3c803c1,4.34122748237845e-5,0.775329713521874,0.507180269528383,734.0794670116171,537.1241791799886,2492.5318225098385,5,140,5009.771857132723,BADS
wdaebe9a,8.4933831565955e-5,0.8499358597961217,0.7093226024149345,1241.8992566337258,731.8144427038904,1662.4441704626686,5,95,3347.6577253833398,BADS
w457a2a0,6.360610540252556e-5,0.9726419560424984,0.3165128746069968,1022.6659878157078,618.4195771813393,1621.4546853962079,5,95,3265.6787552504184,BADS
wc71252e,3.7595392676773484e-5,0.9976501643226947,0.4892304326078738,1782.1796071410065,1357.5752185104648,1596.5897916252466,5,87,3215.5091238437662,BADS
w8250429,4.836116452877333e-5,0.8889430873202457,0.3753781067241437,1352.4599228774264,640.9849567620487,1538.8806231074477,5,88,3100.1479302872863,BADS
w5dd5645,2.941586534441757e-9,0.9284023503677191,0.3580932096222523,1754.3273445345678,1139.8286340214556,1552.586634292897,5,82,3127.206864822115,BADS
wa64273f,5.4411408757137185e-5,0.7991113652726017,0.645483486517478,1157.7778446021512,888.6191198428605,1679.1518209905225,5,92,3380.91258486629,BADS
w578a7cb,5.1461227440895796e-5,0.8432977104187012,0.44677279353141786,493.23250055313116,821.5395331382753,1686.5930008482924,5,95,3395.9553861545874,BADS
wb651fe0,6.729214405208784e-5,0.9716153819591273,0.41498986328253523,744.8736158083195,721.7011106899008,1488.0140986869055,5,87,2998.357737967084,BADS
wcb87506,7.323962192740363e-5,0.7261547851562499,0.351400146484375,451.7700195312504,431.3903808593752,1467.4263753738724,5,90,2957.351799099396,BADS
w11ae0c3,7.078966935034771e-5,0.6144022641395713,0.45777335633152694,1197.7009232385174,674.7158838250474,1496.211173167175,5,90,3014.9213946860013,BADS
w0c70a81,3.781534690663369e-5,0.8609962465098215,0.4567710744716897,1115.9931285354105,724.5187883359903,1721.6219818866844,5,95,3466.0133482313713,BADS
wbcb6e6a,5.9737152149542586e-5,1.07111918974879,0.3475526844686007,840.421846167969,520.4965512601254,1537.7529458204258,5,89,3097.949073489512,BADS
wdf61453,5.342602288531537e-5,0.7596308666731881,0.343225945499167,566.0742598183682,734.3878030093193,1643.1648796071768,5,95,3309.099143672356,BADS
wa3a9848,6.39464735041626e-5,1.0284068874479269,0.6760882357493392,1337.048170538037,1050.979859090876,1591.3178460421973,5,87,3204.9652326776677,BADS
wf63b737,5.762748335143599e-5,0.9017785358428955,0.39690427303314213,983.2744836807251,758.3478689193728,1434.6095093794622,5,84,2891.373102753141,BADS
w4ff13f3,6.354796689225568e-5,0.9772117120027854,0.34839447763564263,680.3780499542625,489.9878032928388,1518.67917262119,5,90,3059.8573935940312,BADS
w313d7aa,6.689628708116368e-5,0.9036974309198558,0.43333400385454296,886.7080396041274,562.2591945342724,2397.468210673772,5,138,4819.572689773329,BADS
w0e2f500,5.1541129344734786e-5,0.7379200879020346,0.48276908022156934,536.4172317267506,1056.8967980190791,1562.6382819669402,5,89,3147.719745782541,BADS
waedfc9c,7.0967634110705e-5,0.6933153708407189,0.4846801957744174,886.3198721141092,903.0257035919933,1591.683779998303,5,93,3206.030557462372,BADS
w96b09fe,5.147558101965943e-5,0.9121083450317383,0.5154601001739503,1040.8462047576904,838.2363557815554,1677.7653856657694,5,95,3378.3001557895413,BADS
w9ff051d,5.7445798464066895e-5,0.9010755959153175,0.44365554630756376,2130.79674243927,809.9113211035728,1653.1326404794534,5,94,3328.9817548702567,BADS
wdcfc216,5.513490554434285e-5,0.675928602095828,0.32076701054865914,1208.2264672980386,617.6307258549348,1600.210662072042,5,94,3223.137798055434,BADS
w4a3c9b0,6.394581154246578e-5,1.1289877721454644,0.31058706126474017,567.9914323829481,628.9751860832826,2160.062884257753,5,125,4344.267337202017,BADS
wde62b3d,5.7636101042992124e-5,0.7386109252917984,0.47883603207986997,622.6305568647834,502.6600432546715,1606.1995122114197,5,92,3235.0079673080845,BADS
w5284fa9,7.093880190375182e-5,0.6153823675682177,0.42905138423377764,1117.1399285707375,805.4428120712697,1600.8009502499622,5,95,3224.371284957927,BADS
w18b16aa,7.586235655481944e-5,0.6154460067069158,0.43670843913219864,948.4785846900196,650.4791190149263,2399.4483651434916,5,141,4823.640529738874,BADS
