wid,d,θ1,Δ,T1,T2,neglogl,param_count,n_trials,bic,optimizer
w430272a,6.348006434969701e-5,1.0258695407268534,0.29136902567642664,421.2707555501314,725.0089460313122,1634.5292876927465,5,95,3291.8279598434956,BADS
w2121301,6.180069310199568e-5,0.5841212972521953,0.4388261738844415,769.9104162546006,694.1480382019791,2467.9099295627743,5,144,4960.668925623429,BADS
wb14ab17,5.091885013221188e-5,0.7849945336972951,0.2814261189766694,635.4348302219253,914.7389487300193,1628.1454007934801,5,94,3279.0072754983103,BADS
wc59a729,6.529831099627453e-5,0.9160001981258392,0.43205923557281495,1145.5908566713335,737.0420768857005,1645.831517237631,5,95,3314.4324189332647,BADS
wcb4623a,6.365804046400211e-5,0.8621527112461627,0.42924286950379614,1002.5408695451914,1627.903004270047,1682.1119227600302,5,95,3386.993229978063,BADS
w672a25c,5.786628555486548e-5,0.8008917367771937,0.5322815273956804,1044.0022078181757,861.6444600386785,1552.7180955310494,5,89,3127.8793729107592,BADS
wf36c682,6.168940512245281e-5,0.6559569505974651,0.409848585408181,776.7566922120749,566.8719992041591,1640.5357826116178,5,95,3303.8409496812383,BADS
w5c58b96,4.8084210380299725e-5,1.0777352787088101,0.49755384596478053,1345.9640253070859,829.2148521575599,1474.9399957668845,5,83,2971.974194572752,BADS
w397496b,6.364165355469908e-5,0.6437485694885253,0.43875741958618164,963.0502700805666,702.3303985595702,2504.9488953692844,5,145,5034.781459450672,BADS
w9376389,4.963449586281654e-5,1.0146102929115293,0.6293368995189667,1842.8594768047335,1356.913512945175,1586.7302881281462,5,87,3195.7901168495655,BADS
w158db17,7.074710698907995e-5,0.7386320746799981,0.279924192645791,908.1678994999777,432.13023094572236,1562.7446182402368,5,95,3148.2586209384763,BADS
w9864444,6.96911817572047e-5,0.5018449213495478,0.364465417265892,642.8285249508921,321.411394281313,2365.182458391907,5,145,4755.248585495917,BADS
w05e5ad5,5.421817346159711e-5,0.9790317399467258,0.5579360407465583,495.8145391389864,739.2881957549537,1652.9848188439623,5,90,3328.468686039576,BADS
w6d23692,5.761957656824494e-5,0.6775238968504163,0.43765355653035837,863.3148447039279,512.652279036729,2463.1928054981413,5,140,4951.093823109329,BADS
we289943,6.90211633788605e-5,0.7100835955154617,0.3649309634126257,992.6483880262825,522.3762915120461,2389.739295711623,5,141,4804.222390875137,BADS
w6f95ee3,9.588703264004592e-5,1.0421256725362444,0.5970654199481215,1233.4900746366318,869.9314067263346,2488.700258565684,5,145,5002.284185843471,BADS
w6eb2a0a,5.338802777480832e-5,1.262173681105149,0.5447282027379521,2015.1566876855204,1147.2127097167834,1332.6933937244987,5,75,2686.974228016679,BADS
w2424d8d,7.364535760545037e-5,0.7841716927022208,0.3916405122962897,652.970609680051,689.8423553167962,1676.4840791314873,5,99,3375.9437575136476,BADS
