wid,d,θ1,Δ,T1,T2,neglogl,param_count,n_trials,bic,optimizer
w3c803c1,7.786113544393567e-5,0.8324583479388639,0.5870571869956075,812.8535643876601,478.71924962528266,2473.5361674469814,5,140,4971.780547007009,BADS
wdaebe9a,8.897900958856477e-5,0.8181904989355826,0.6905044355868449,1302.2611611624595,754.3110194717883,1662.5091794067891,5,95,3347.787743271581,BADS
w457a2a0,9.363971294229685e-5,0.9664777593304676,0.4190982816851713,1275.8793822537034,561.2255519416341,1610.3274081506765,5,95,3243.4242007593557,BADS
wc71252e,5.268242321661594e-5,1.0151774880568267,0.47967331512009764,1865.332780456515,1292.6819359998717,1593.3339951226428,5,87,3208.9975308385588,BADS
w8250429,6.291421841207132e-5,1.0420872173240356,0.37241487181162003,1222.7723787456937,635.2839969028821,1532.7129062050783,5,88,3087.8124964825474,BADS
w5dd5645,4.425843915313555e-5,1.1822412109374998,0.39103881835937504,1411.1328125,983.4594726562499,1483.0653406612942,5,82,2988.1642775589094,BADS
wa64273f,6.0705749836728674e-5,0.8246580743789673,0.713124270439148,1210.5067253112793,854.1574478149413,1678.2870324709045,5,92,3379.183007827054,BADS
w578a7cb,5.2027958264375194e-5,0.7939943106565625,0.4162057126313448,534.9208475556225,807.4836443644017,1685.596041049271,5,95,3393.9614665565446,BADS
wb651fe0,6.710961187414179e-5,0.9164174861807987,0.37635485474351293,874.7633303588373,729.5213822686491,1487.8681674657469,5,87,2998.065875524767,BADS
wcb87506,9.739464742740225e-5,0.7791837668803056,0.5019431208196329,447.08537448314013,394.5532879297389,1455.929731780882,5,90,2934.3585119134154,BADS
w11ae0c3,8.861743088643434e-5,0.6402951620068053,0.5324304693189333,1168.5819347738288,596.4101109013426,1487.8468389389407,5,90,2998.1927262295326,BADS
w0c70a81,5.235059692864158e-5,0.8972053883736952,0.4911032372154296,1192.6431173458695,734.7138918936251,1714.3175073921188,5,95,3451.4043992422403,BADS
wbcb6e6a,6.547195328945745e-5,1.062394275665283,0.38088933944702147,866.5222167968749,519.6731567382812,1538.058589528322,5,89,3098.5603609053046,BADS
wdf61453,6.629368810690697e-5,0.7508473240403423,0.38202051295244316,604.5413943221482,658.9678335083618,1639.9035766206302,5,95,3302.576537699263,BADS
wa3a9848,6.349228203392107e-5,0.9812015498091933,0.7295009266393754,1441.8026239472963,1015.4672149052203,1590.2752804489246,5,87,3202.8801014911223,BADS
