wid,d0,d1,d2,θ0,θ1,θ2,T1,T2,neglogl,param_count,n_trials,bic,optimizer
w3c803c1,5.210623170946783e-9,5.06883426719764e-5,8.026891099662765e-5,0.16958959228359163,0.9281664918130264,0.6038832806237042,756.2249269569292,179.5641263714062,2448.306071318975,8,140,4936.145282018824,BADS
wdaebe9a,5.438125484722905e-5,9.905545357836235e-5,8.944683439192762e-5,0.38017239604145286,1.0876116425730287,0.9336109067685902,700.4399759694936,496.99633130803716,1652.9109798872337,8,95,3342.252974907272,BADS
w457a2a0,0.00010917285075772198,0.0004139527047412029,3.280119433398674e-7,0.43445717341846596,1.1373152917217155,0.2557922939693,1656.2990687031665,1085.5115968394757,1671.1079721832461,8,95,3378.646959499297,BADS
wc71252e,7.391087253581187e-5,0.00019752188015288507,2.4258159873456907e-7,0.31061114510152044,0.257989915371104,0.22390603050167104,4099.942312738858,2597.4733388182135,1652.9869426100881,8,87,3341.701150169413,BADS
w8250429,7.791752938857682e-5,0.0001496422317877357,4.488877247081868e-7,0.6385746890178415,0.39327579870936463,0.3010613211186137,1713.6302673257887,1323.7144516373519,1581.3703101918823,8,88,3198.5593148995904,BADS
w5dd5645,5.829518131931843e-5,0.0003315060919767149,1.5066487155415153e-6,0.5429044201112458,0.6492424784108357,0.2538740606128454,3240.2060970172784,1723.291190716225,1525.912733950429,8,82,3087.079221878972,BADS
wa64273f,1.660368564460801e-7,0.00020948899367370305,7.257506797433156e-5,0.4821239006519318,0.903369112610817,0.977748359143734,682.5872682034968,550.4375748336317,1650.2864871250829,8,92,3336.747282866558,BADS
w578a7cb,5.0167920746469805e-6,7.903430069192193e-5,8.587909945461915e-5,0.3120250217616558,1.0352949088066816,0.7013857711106539,106.65048398077515,497.35292345285416,1667.0407431101453,8,95,3370.512501353095,BADS
wb651fe0,2.9789907380646364e-5,8.281674070202989e-5,6.853627637834803e-5,0.3438358929276001,1.2694276682077905,0.6474657948187087,404.7378621471582,567.8667192929427,1484.8268760234023,8,87,3005.381016996041,BADS
wcb87506,8.282438361435925e-5,0.00045211189764359725,4.382368607752793e-5,0.5179625882254355,0.8912231714191887,0.804075015099922,182.261430518761,302.1087904583497,1449.6344173696311,8,90,2935.2673121019043,BADS
w11ae0c3,6.662810021565958e-5,0.0002674044395672439,6.185386527779376e-5,0.3376396769446138,1.2245538237518576,0.7242353992431334,848.8493622836131,481.9601113208878,1464.7314406394164,8,90,2965.461358641475,BADS
w0c70a81,6.664109572560507e-5,0.0009643256300572112,4.278302476842829e-6,0.3826126905768007,0.006985479015002066,0.3388936585398372,3121.2354506760093,1479.5945088630165,1759.1464264712263,8,95,3554.723868075257,BADS
wbcb6e6a,5.908023824698631e-5,0.0001982112877164969,2.9220014283395447e-8,0.41298377420644106,1.1702222910157432,0.03097516570473095,1464.3854475863918,1026.4804484362685,1579.7052522712368,8,89,3195.3195955003307,BADS
wdf61453,2.869650872630175e-6,9.725514996148786e-5,6.218359390058622e-5,0.18128810510388577,1.0148135640483813,0.4848642439383548,477.6597220683473,449.8961338074879,1613.7648018600817,8,95,3263.960618852968,BADS
wa3a9848,0.0001696195576772603,0.00015535976028523452,1.0309178133658082e-7,0.39091720275352687,0.6507237725137139,0.17327127149946533,2490.7088367852843,2734.34551363001,1627.559817604432,8,87,3290.8469001581007,BADS
wf63b737,4.139546270085934e-8,0.00011950002715858882,0.00012188662716420707,0.4816293894158298,0.9354381267945427,0.7638923333027196,426.22473393130343,452.2326022255587,1431.7347488545183,8,84,2898.916032099783,BADS
w4ff13f3,8.60759273063595e-5,0.0003291891125780208,3.7833019387143585e-5,0.6240602992284329,1.9276372845674568,0.06399620173671484,274.2250951618773,947.7029526245389,1552.6691435846121,8,90,3141.3367645318663,BADS
w313d7aa,0.00010067829011378792,0.00020862644460249022,1.487989183156705e-7,0.38389658283034805,0.34450331563602954,0.15593909499068104,2072.8914294992137,1003.6433349927394,2461.0642351273827,8,138,4961.546499736023,BADS
w0e2f500,3.552045508303479e-5,6.511117272222314e-5,7.12086591241941e-5,0.2949422085685547,0.9619883018260406,0.7129910366410559,94.99044873630329,787.6771761915963,1539.9931316502084,8,89,3115.895354258274,BADS
waedfc9c,3.847562442864025e-6,0.00018702973562648094,0.00012705160879834983,0.4324092911742628,0.45778235411271456,0.8027849183604121,607.0811434648932,568.3406891301275,1574.4439878538553,8,93,3185.148771652937,BADS
w96b09fe,1.4727312880281918e-5,0.00012607748974820598,9.310296525868775e-5,0.4538429483864457,1.2501641022181136,0.8425870975293219,523.683975590393,439.5414974074815,1650.302081931725,8,95,3337.0351789962547,BADS
w9ff051d,8.58187739926395e-5,0.0009735184631719034,0.0009999956081771146,0.380963454246521,1.9999998331069946,0.0516855621337891,3133.9632272720332,1367.155456542969,1721.1188415103748,8,94,3478.5840412789094,BADS
wdcfc216,1.4804493600404706e-8,9.965738116601445e-5,9.509236454462066e-5,0.39495487536684293,0.6705351014678431,0.602072720396691,731.9096777209768,453.6200169215378,1577.290584612899,8,94,3190.927527483958,BADS
