wid,d1,d2,θ1,Δ,T1,T2,neglogl,param_count,n_trials,bic,optimizer
w3c803c1,5.441516650035837e-5,9.323848276832727e-5,0.6826449543305386,0.5521241371252438,782.2964759307295,420.7675396800141,2459.841054370408,6,140,4949.331963276472,BADS
wdaebe9a,7.034372138666514e-5,9.308145791067223e-5,0.684811972283278,0.6694939699042152,1220.8091075211996,653.3460163227571,1662.4003775477008,6,95,3352.124016445005,BADS
w457a2a0,7.856960137866841e-5,6.999043107405671e-5,0.7552482769923478,0.3360270001303825,1285.5853995982811,577.8233496183977,1613.1916643979268,6,95,3253.706590145457,BADS
wc71252e,4.2830649227398595e-5,4.759414137639784e-5,0.8084250601113308,0.40633207966922785,1910.86781633785,1219.9951649759894,1592.5394345226302,6,87,3211.874317757188,BADS
w8250429,6.106267971452408e-5,3.445925888704716e-5,0.9242003061163268,0.3119522795027297,1003.8272934616543,622.2004694725908,1528.1604082431804,6,88,3083.18483737323,BADS
w5dd5645,4.075202097266325e-5,3.418215888361367e-5,0.9518115674745604,0.30688779114278075,1395.8120024766686,925.0022747213733,1488.414455770874,6,82,3003.2692270253333,BADS
wa64273f,5.2034690124062095e-5,4.799510357988043e-5,0.672309629397132,0.5960763247956493,1186.9809155250548,783.9240441433502,1676.6998375588967,6,92,3380.5304065800874,BADS
w578a7cb,4.763904204224828e-5,4.8666153715047226e-5,0.6954654308338649,0.3711695580359083,473.57690283097304,735.9886756748892,1683.6471465344996,6,95,3394.6175544186026,BADS
wb651fe0,6.127441934897752e-5,5.700224972416498e-5,0.8122502534277737,0.35514732340350746,740.3806053567677,722.6371241733431,1492.6013254607453,6,87,3011.998099633418,BADS
wcb87506,8.475546185840726e-5,6.491106997917171e-5,0.6260982944351183,0.3748431720049234,482.62219737958947,386.54334381317005,1462.7219834546952,6,90,2952.442824931372,BADS
w11ae0c3,9.474011030676558e-5,5.446756637067828e-5,0.6062459996528923,0.4377259548194707,1075.4627648741007,648.1199670583007,1490.0271025564966,6,90,3007.0530631349748,BADS
w0c70a81,4.153322050616716e-5,7.553654688826196e-5,0.7053604891734836,0.507923030264053,1102.1445118842166,563.2567453966543,1711.1206299021524,6,95,3449.564521153908,BADS
wbcb6e6a,5.590782869690253e-5,7.115592468316204e-5,0.8843637815013061,0.31805857110040964,725.6610840850044,483.99022881640127,1536.1254163102672,6,89,3099.182650838927,BADS
wdf61453,6.233124391331774e-5,1.7691736229077713e-5,0.5956547934556908,0.25678525195868024,646.5773033851974,695.8995636104871,1643.3550545240796,6,95,3314.0333703977626,BADS
wa3a9848,5.2107973533604136e-5,6.102272671860567e-5,0.8115787947235891,0.6221918270347032,1422.7215000096292,968.0166822366346,1589.5615421147663,6,87,3205.91853294146,BADS
wf63b737,7.586793433984904e-5,5.1510977944397676e-5,0.7547389895182095,0.34005771280482805,1023.4211038261492,688.5145402600755,1429.0763861834669,6,84,2884.7376731599934,BADS
w4ff13f3,7.053145640001655e-5,5.759999023319784e-5,0.8438262436399554,0.33330710099704447,684.6819116203278,450.0904666017503,1515.8013563442257,6,90,3058.601570710433,BADS
w313d7aa,6.581357173454172e-5,6.386876699380345e-5,0.8143844344030368,0.3246765035641147,747.4291179329156,522.115850294358,2390.399306768729,6,138,4810.362135648401,BADS
w0e2f500,4.87240826530724e-5,7.080012623327847e-5,0.6359670558385551,0.43974460208788513,442.07488354295475,948.9995261654257,1554.028420897889,6,89,3134.988660014171,BADS
waedfc9c,6.0041238942063404e-5,9.920863963657639e-5,0.5236237691808492,0.4640561372227967,916.9029446784405,741.6183901485053,1587.1926279672364,6,93,3201.580852893392,BADS
w96b09fe,6.329267551248559e-5,5.591103844971825e-5,0.8311428833007812,0.4222576713562012,946.8137741088867,727.3134231567382,1669.1943080066362,6,95,3365.711877362876,BADS
w9ff051d,7.350020441835156e-5,4.081448461746417e-5,0.8522597556430684,0.33877679442113506,2022.8347420980072,759.7590856523536,1646.429542188091,6,94,3320.1188530698023,BADS
