wid,d1,d2,θ1,Δ,T1,T2,θ_prun,neglogl,param_count,n_trials,bic,optimizer
w3c803c1,4.3914205638996235e-5,0.0001436136714609559,0.8771839574249134,0.3701291358403251,899.8050799275006,485.50652965750487,0.5096310417634049,2478.991580111699,7,140,4992.5746571816635,BADS
wdaebe9a,5.666992554620964e-5,0.00013750305262219748,0.8970387291908264,0.6982542216777802,1060.5062127113342,703.0570268630979,0.9039376604557038,1672.021675962234,7,95,3375.9204901656717,BADS
w457a2a0,7.047014339144681e-5,0.0001237986689647171,0.9221878598607093,0.5053155137221639,1209.2397849726674,566.4520702819933,1.8641910006494853,1615.1733621462995,7,95,3262.2238625338027,BADS
wc71252e,0.0013131863111420857,9.819055626422482e-6,0.020437113270038686,0.0010000317905524635,4387.096882296387,2232.0949139458053,0.13718466339345836,1652.6567193534345,7,87,3336.574795537451,BADS
w8250429,4.551621696145987e-5,8.743517672992021e-5,1.050114223955203,0.23198762232626113,1123.445245553981,675.5369256896188,0.8286872177368568,1529.3476189304665,7,88,3090.0365955622806,BADS
w5dd5645,0.004928955606703682,0.00023783832741529234,0.0024591904757836265,0.0028278273229165765,4742.296655442295,1738.7177903728823,0.2548949766644057,1524.2974060638503,7,82,3079.4418468585504,BADS
wa64273f,4.2544704796789864e-5,6.760095129206906e-5,0.9794942580070186,0.2505645364264501,1410.8201580297987,885.0495055662236,0.4153737544320245,1689.683555194597,7,92,3411.0196304285373,BADS
w578a7cb,4.661122946529018e-5,6.023854496364224e-5,0.9672023022326387,0.0010001373285426305,675.4769035329281,883.452775726082,0.4745728808560344,1686.82500450819,7,95,3405.5271472575837,BADS
wb651fe0,5.5311429226762294e-5,9.332253222676716e-5,0.9703058131697027,0.3559232527916129,773.1042156804506,766.5217527557616,1.4426154051692037,1486.4015536238958,7,87,3004.0644640783735,BADS
wcb87506,9.015549940001916e-5,0.0001315138922263406,0.8649827180869396,0.4736807383230553,328.4820157112334,380.74440545351536,1.31096924445088,1458.409337246627,7,90,2948.317342185566,BADS
