wid,d1,d2,θ1,θ2,T1,T2,neglogl,param_count,n_trials,bic,optimizer
w3c803c1,6.39507437590896e-5,8.443562584299318e-5,0.7453799982417915,0.6121725892966763,888.1625090420926,130.0820972079046,2441.007775618178,6,140,4911.6654057720125,BADS
wdaebe9a,8.620395853017793e-5,7.812244190392295e-5,0.7347892348162715,0.6890553601051215,1350.725252923439,316.3289532050843,1644.505098062397,6,95,3316.3334574743976,BADS
w457a2a0,6.845146294436492e-5,9.503315596287826e-5,0.8698063480196288,0.45597249176993504,1252.306445899012,333.0693838739539,1605.9153629223188,6,95,3239.153987194241,BADS
wc71252e,4.58316103327807e-5,5.621562559109924e-5,0.9579026913683628,0.6956286510371137,1891.752836141677,516.7377635996675,1582.4025842728502,6,87,3191.6006172576276,BADS
w8250429,5.029978265265794e-5,5.983057894472504e-5,1.0180951066854247,0.6389750760040095,1193.2933798826932,75.35626631823014,1540.3245814656907,6,88,3107.5131838182506,BADS
w5dd5645,4.9737437546833084e-5,4.389099933386635e-5,1.211130050420761,0.6509580039978027,1314.4000172615054,367.8253173828127,1481.1482499683843,6,82,2988.736815420354,BADS
wa64273f,7.11609198633334e-5,5.260790423923251e-5,0.8789214866774273,0.7959222269034943,1112.9400818390425,334.87232710758695,1646.0569187399637,6,92,3319.2445689422216,BADS
w578a7cb,5.7837999253927326e-5,7.665465790468111e-5,0.7914259024514491,0.6142994815951169,549.9811108215795,295.3081600455847,1665.2770107057731,6,95,3357.8772827611497,BADS
wb651fe0,6.513067107809656e-5,8.716362302485972e-5,0.9006727147102356,0.6510739263892174,869.2280203104023,258.6773499846459,1484.9008918597126,6,87,2996.5972324313525,BADS
wcb87506,0.00010517122177605488,8.493665186485761e-5,0.7937158672583245,0.5254487016115672,480.67788751259303,132.08697058153157,1439.1044888443398,6,90,2905.207835710661,BADS
w11ae0c3,0.00011950034728535604,8.312740183626891e-5,0.8170505827932487,0.5516787038186267,1044.85814243682,401.4139600701598,1463.7931980755818,6,90,2954.585254173145,BADS
w0c70a81,5.46382503678242e-10,5.987336277442976e-5,0.7613357555213406,0.6095062504853377,1162.1959231275466,202.7942169932432,1722.9131900955006,6,95,3473.1496415406045,BADS
wbcb6e6a,6.423727008772527e-5,0.00010673017508231598,0.9595006842536531,0.4658721351992426,866.3483690386785,189.2854768793768,1527.5840256999195,6,89,3082.099869618232,BADS
wdf61453,8.990429642380827e-5,6.392603475341339e-5,0.7570854509924537,0.4702683879932738,643.3068233600354,307.48088266118447,1606.2655194636118,6,95,3239.854300276827,BADS
wa3a9848,5.4764219062202825e-5,7.371301532043422e-5,0.9089756429215049,0.9154398765456061,1568.3078345549802,317.59732423336146,1579.6202624523626,6,87,3186.0359736166524,BADS
wf63b737,5.772031494403811e-5,7.143134709483924e-5,0.8429870730597576,0.47107276275235566,972.6113060473834,327.78339630285734,1424.2584183130286,6,84,2875.101737419117,BADS
w4ff13f3,8.913471813323996e-5,8.542800330423804e-5,1.4486439866049838,0.5408628780510844,251.96285602633026,129.1736351942746,1506.433584682022,6,90,3039.8660273860255,BADS
w313d7aa,6.647582858042795e-5,9.62575127818231e-5,0.9241131704531925,0.5630967373951237,814.8685088387356,161.5766378570217,2387.1564780466606,6,138,4803.8764782042645,BADS
w0e2f500,5.309906662632816e-7,6.412416820746851e-5,0.5768497178892722,0.6629200987762306,732.7506504050688,542.8857905819317,1566.451068713499,6,89,3159.8339556453907,BADS
waedfc9c,7.465801820968027e-5,9.251255367867832e-5,0.6425066406010592,0.6614014073459838,904.4526325626065,328.74067980010307,1565.6695233163898,6,93,3158.534643591699,BADS
w96b09fe,5.184474991445729e-5,6.175262815752302e-7,0.8055600581067847,0.5241315231075715,1241.8643115746818,341.5024778012593,1704.761212571027,6,95,3436.8456864916575,BADS
w9ff051d,5.726554061027435e-5,8.991844463339666e-5,0.8856571447811439,0.6106731992657296,2141.7382041356177,292.7229115724913,1637.0378598064053,6,94,3301.3354883064308,BADS
wdcfc216,8.308454572466859e-5,5.889831246115138e-5,0.6255005239290767,0.4658042670202849,1308.1597704727758,270.66173219318455,1575.1115238552745,6,94,3177.482816404169,BADS
w4a3c9b0,5.2248451998193565e-5,0.00012304795198291195,0.9074327151688955,0.5654386923074034,907.4298608518193,258.48121974014447,2138.5170892670603,6,125,4306.004060957935,BADS
wde62b3d,6.713038649200203e-5,6.741827167325853e-5,0.773858307798946,0.597333194628518,527.9318982800764,53.521835343053645,1592.1713451317296,6,92,3211.4734217257533,BADS
w5284fa9,0.00012301629592989668,0.0001205863018942474,0.7424115498300671,0.82290952392912,1059.5480760508508,222.36744699548615,1569.2515038314448,6,95,3165.826269012493,BADS
w18b16aa,8.643423306264017e-5,8.898956385379781e-5,0.5620219639327673,0.5478085520725403,996.2431905058395,227.48619961367353,2345.6840480997153,6,141,4721.0606555417,BADS
w430272a,0.00011715052095223278,8.921725524019548e-5,0.7785882256152092,0.5243474906156916,1028.1450837089437,261.83832673365123,1590.9305774760592,6,95,3209.1844163017217,BADS
w2121301,7.945664843529761e-5,6.921760129252875e-5,0.6312873082992155,0.5832135174924042,715.927948872559,259.9754680763002,2419.045973487525,6,144,4867.910826772506,BADS
wb14ab17,7.366565471992364e-5,7.84025083989575e-5,0.7071287036500871,0.45585050664842125,774.6862187981607,514.905931521207,1612.5008689640176,6,94,3252.2615066216554,BADS
