wid,d1,d2,θ1,Δ,T1,T2,θ_prun,neglogl,param_count,n_trials,bic,optimizer
w3c803c1,4.319296944207632e-5,0.00011268550862652936,0.7260367536612449,0.4255088970404572,635.6654457885188,436.9107169937186,1.1729495272658452,2463.122562937331,7,140,4960.836622832928,BADS
wdaebe9a,6.935287241484623e-5,6.731703824144975e-5,0.8068823242187501,0.480225830078125,972.6928710937499,859.6435546874999,1.49475830078125,1667.973845562488,7,95,3367.8248293661795,BADS
w457a2a0,6.460813456047691e-5,0.00010227877565967259,0.7444363154156599,0.3231941398640629,1217.5932311452925,571.7704275855793,1.6291195006540509,1616.6234965959788,7,95,3265.1241314331614,BADS
wc71252e,3.6944165284452483e-5,8.434623991593405e-5,0.8707559211934224,0.3584136370442671,1709.1127792742495,1191.2699017645443,1.487561449791518,1591.3788816724796,7,87,3214.019120175541,BADS
w8250429,4.5411882384063545e-5,5.741558294477651e-5,0.9851969618760474,0.0010015030415113158,1008.7022603306932,705.8477935936678,1.1278100233375736,1525.1848794219081,7,88,3081.711116545164,BADS
w5dd5645,3.053920506031287e-5,6.382803401833047e-5,1.0287299214044467,0.1655799461275456,1286.3347110018367,1029.6389504743274,1.4839686378161423,1486.4880905329092,7,82,3003.823215796668,BADS
wa64273f,3.6953839818823117e-5,6.56654713075687e-5,1.0263213807449478,0.001002448869528824,1329.7367571426526,847.1044768318734,0.6226701153600432,1682.7911592978937,7,92,3397.234838635131,BADS
w578a7cb,3.808448561721306e-5,7.602519370119231e-5,0.8951001938308764,0.0010000408750056305,602.3874657665145,825.3877219533023,0.6772021022491389,1685.213427236822,7,95,3402.303992714848,BADS
wb651fe0,5.1870217112255484e-5,8.688694240495264e-5,0.8774508397281169,0.30832347001414745,749.3436623364687,731.572191044688,1.4823728205775841,1492.465573288067,7,87,3016.192503406716,BADS
wcb87506,8.184075224555287e-5,7.075677680958111e-5,0.6034203939266923,0.3912561737632838,483.20982508387294,361.73880947309,1.56174998883137,1463.6563193503603,7,90,2958.8113063930323,BADS
w11ae0c3,6.97330442909912e-5,7.419997631192131e-5,0.6500832310318947,0.39233848273754124,928.3067792654037,595.4999506473541,1.1990804946422575,1490.9808465188867,7,90,3013.460360730085,BADS
w0c70a81,4.60088304031706e-5,2.6624390565085564e-5,0.7769999229663517,0.33036164542194457,1030.3271304816008,755.9309216798281,1.9999999999906866,1707.9468109660197,7,95,3447.770760173243,BADS
wbcb6e6a,5.078040436588406e-5,6.112842941203596e-5,0.9444381499991868,0.20387709402537438,578.6576785932992,519.7186446574051,1.9478506654637748,1538.158221141599,7,89,3107.7368968713226,BADS
wdf61453,5.741849751207497e-5,4.127169602937208e-5,0.7233111451286822,0.05511434156447651,632.0570902898908,762.8299545962362,0.7067632670886814,1646.7737937703282,7,95,3325.42472578186,BADS
wa3a9848,4.367090667867933e-5,8.709409354858468e-5,0.8632078142597371,0.5948568268843483,1318.4893754422505,1002.844185089818,1.511110856506887,1586.3926574540187,7,87,3204.0466717386194,BADS
