wid,d0,d1,d2,θ0,θ1,θ2,T1,T2,neglogl,param_count,n_trials,bic,optimizer
w3c803c1,0.00011699618189050361,0.00019604141462082245,0.0002880039389489233,0.4186070357849894,0.5079072604230169,0.3792597944293811,1358.0020838355267,1261.406327365148,2512.5198104487254,8,140,5064.572760278325,BADS
wdaebe9a,1.0005461193699426e-6,9.494079724609093e-5,9.752680403907457e-5,0.21888392547102944,0.8473622528275901,0.8301690059964743,986.9556796138814,326.1643970516429,1642.3011946743493,8,95,3321.033404481503,BADS
w457a2a0,0.00017580506966153564,0.00016487763863894613,6.490481779901727e-5,0.41748486657085665,0.532136633236745,0.010909688607271213,2182.058438012041,1099.6563316094919,1678.1443098012066,8,95,3392.719634735218,BADS
wc71252e,1.0169805543582233e-5,0.00015473334500954854,0.00010035223249020905,0.6508775380864824,0.7469710789398095,0.9939964994561148,1276.1608999377017,994.2306208433989,1580.2245354355196,8,87,3196.1763358202757,BADS
w8250429,0.00014408507009048497,0.00981327018085344,0.0013967169405653174,0.59698269305547,0.575411378032295,0.10959153935669748,2458.094140018511,1243.9443084302181,1577.9399044488896,8,88,3191.698503413605,BADS
w5dd5645,0.00012221668838076002,0.009026444909199257,8.488453514166697e-6,0.35429871565109355,0.3033728392398916,0.007958518570394533,4207.526077988405,1744.9432818926653,1526.6982508282088,8,82,3088.6502556345317,BADS
wa64273f,1.491396435791883e-6,0.00021104851977408367,7.931131282534268e-5,0.4797994542308152,0.9754739159403835,0.9376541677431669,481.60145092988375,547.6695450139231,1635.1288730113022,8,92,3306.4320546389968,BADS
w578a7cb,0.0001026048569750348,0.0004472579339159815,0.0001870817776151212,0.376160082481747,0.41254601885852027,0.0010000000004584037,1523.00005866,1460.0879759831512,1707.8253173211804,8,95,3452.0816497751653,BADS
wb651fe0,0.00018315263605436105,0.0004855412989817353,0.00020469004262573377,0.41958351082284934,0.6996352173073683,0.036853380757384036,1959.0241451864129,1352.010908629745,1531.7136618060435,8,87,3099.1545885613236,BADS
wcb87506,0.0029128820406144652,0.002544666965658584,0.0019167610495783348,0.20338242641504622,1.052247604934091,0.001000000025669615,1489.1088349337222,1002.4957036162958,1491.1494911367542,8,90,3018.2974596361505,BADS
w11ae0c3,0.0004769098356580493,0.0007417317802658492,0.0009172147038947568,0.14476997375488285,0.8068030166625977,0.07425422668457031,2178.299903869629,1420.0302124023438,1548.9877080256738,8,90,3133.9738934139896,BADS
w0c70a81,6.983223650893823e-5,0.00019850731596710356,0.0003497032817723787,0.5239208681001549,0.5143073358190631,0.49939705642222465,1719.7291042254506,1486.9561082971557,1749.1215101446883,8,95,3534.674035422181,BADS
wbcb6e6a,0.00010578028754927858,0.0004082754775465752,0.0003620359128489054,0.46047274878917105,0.4691446498529065,0.001000661573233591,2458.3642810642327,923.9260334154851,1576.467905899563,8,89,3188.844902756983,BADS
