wid,d1,d2,θ1,Δ,T1,T2,neglogl,param_count,n_trials,bic,optimizer
wa3a9848,4.718289983397518e-5,0.00010296287294276016,0.9516955978571786,0.8769156988750909,1478.2024594824181,933.2364760277418,1591.2045810181476,6,87,3209.2046107482224,BADS
wf63b737,5.6335036026976224e-5,6.55769806681448e-5,0.8812696551479849,0.47235117134353916,1034.5523202802724,695.1588336389705,1437.2977337129191,6,84,2901.180368218898,BADS
w4ff13f3,7.605645317582691e-5,4.162546862131507e-5,1.0013716566216544,0.3679019253368506,742.9218844716618,506.95200516131547,1519.0637917764684,6,90,3065.1264415749183,BADS
w313d7aa,5.602927376237802e-5,9.479629893933305e-5,0.9275516033172606,0.43200258731842045,807.2536945343019,578.1381845474243,2395.7943142734616,6,138,4821.1521506578665,BADS
w0e2f500,4.8214794191516665e-5,0.0001378683883233941,0.7272683064499871,0.6529649495845661,528.3476421376694,907.3704931186513,1559.8591704570902,6,89,3146.650159132573,BADS
waedfc9c,5.4904219525059977e-5,0.00011802012345065971,0.5910288111446426,0.5185962775607186,994.1410516305043,790.3162312402856,1587.5826361408206,6,93,3202.3608692405605,BADS
w96b09fe,7.21062332788648e-5,0.00010501105685688693,0.9536630200511786,0.6583564249349695,1139.1607517104205,665.8408962594989,1680.4477498734916,6,95,3388.2187610965866,BADS
w9ff051d,5.035113305339475e-5,0.00010672700752796867,0.89443771737362,0.5110804490390615,2055.3670298294337,732.8575989991907,1651.4274176292486,6,94,3330.1146039521172,BADS
wdcfc216,6.238101395146323e-5,2.0029109290923677e-5,0.6998409393827751,0.28807864717600756,1208.0988127920136,680.5893116161313,1599.7949443855591,6,94,3226.8496574647384,BADS
w4a3c9b0,5.656235030179598e-5,0.00010326118134599326,1.0491788119523815,0.4083751309242032,772.2215193702104,600.0636638582587,2152.416119123948,6,125,4333.80212067171,BADS
wde62b3d,5.68146918876213e-5,4.9435076000084525e-5,0.7927732162270694,0.45044327090588926,581.077283229752,487.2920271551268,1608.5737988045162,6,92,3244.2783290713264,BADS
w5284fa9,9.084813868657958e-5,5.2399871016427804e-5,0.5942172671403932,0.44011226017499216,1181.759142121337,900.2699726018362,1599.6307155874365,6,95,3226.5846925244764,BADS
w18b16aa,6.23344794899872e-5,3.038863545414405e-10,0.7014838939747279,0.3991709221889323,829.4312494032059,742.8065484724356,2430.7013419941045,6,141,4891.095243330478,BADS
w430272a,0.00010405030235565899,1.7732135410678776e-5,0.8378180903225438,0.33944930678932,982.0378843884104,719.7729653402348,1616.1447478422465,6,95,3259.6127570340964,BADS
w2121301,8.431840701928343e-5,2.6175943127622826e-5,0.6134167004733398,0.43590605696272633,785.4573110847922,701.9722405271525,2467.1508088533355,6,144,4964.120497504127,BADS
wb14ab17,5.049549929564029e-5,8.194081018512582e-5,0.7775268848401174,0.3081245200469857,595.2048330569597,891.532878545968,1628.4043987850205,6,94,3284.068566263661,BADS
wc59a729,7.997232513054731e-5,1.5003275468174882e-10,0.96120560634486,0.34037602769700087,1092.5387706897354,821.9630485086673,1656.7295900368008,6,95,3340.782441423205,BADS
wcb4623a,6.220943606811176e-5,9.207904182923589e-5,0.8337772809438138,0.44915189097710934,1066.850851033087,1610.7124159024127,1684.0435980452494,6,95,3395.410457440102,BADS
w672a25c,5.711909475270545e-5,4.821483454818424e-5,0.8340654152689785,0.5427406197778465,1089.6134780918376,948.9899324867569,1554.5742206841517,6,89,3136.0802595866962,BADS
wf36c682,6.077562087262898e-5,6.68156619541094e-8,0.7550978609174491,0.3857460716366768,586.6435017436746,724.4453605264429,1648.9642982711525,6,95,3325.2518578919085,BADS
w5c58b96,5.111325958948285e-5,4.860315754010406e-5,1.1147645855508743,0.46349643513560296,1277.2715353406968,798.5323726199568,1473.6412151318016,6,83,2973.795473910383,BADS
w397496b,7.250341201875984e-5,2.3032951199033668e-5,0.7212652039925296,0.43567527912029164,831.3781861705139,799.2276047124052,2506.512770621894,6,145,5042.885943698312,BADS
w9376389,6.0291011372685565e-5,9.316651974396483e-6,1.2213683982054497,0.4661886895765929,1586.2277228487073,1562.207391784614,1590.0953847536791,6,87,3206.9862182192855,BADS
w158db17,7.804770597617015e-5,4.135337445656527e-5,0.8071528234079597,0.25609441440989034,840.194845790393,454.935710730206,1563.7865410636223,6,95,3154.896343476848,BADS
w9864444,5.827395437765438e-5,9.51414019415058e-5,0.5013333395857503,0.3632022525704556,675.2499226182355,321.28605474051966,2363.637741036767,6,145,4757.135884528057,BADS
w05e5ad5,5.8908513391529314e-5,3.9589154266632336e-5,1.029287025574531,0.558550831347261,405.8890477958361,727.4585626129469,1652.4741560114574,6,90,3331.947170044896,BADS
w6d23692,6.154858769379665e-5,4.095803651701728e-5,0.7021145816019557,0.4597589919603742,769.0371946303585,528.0450337939669,2455.2423505567776,6,140,4940.1345556492115,BADS
we289943,8.176170067784111e-5,5.091986585044722e-5,0.6752015685963125,0.35851048932825513,1048.6408222317552,543.8671865103975,2390.1796692443095,6,141,4810.051897830888,BADS
w6f95ee3,0.00011468062518276166,3.541868165082417e-10,1.375152519479569,0.2603300677274405,946.8548880360984,1266.2805497567451,2496.6085718354834,6,145,5023.077546125491,BADS
w6eb2a0a,6.056726117503713e-5,1.525040585888538e-5,1.1896389175267361,0.37924885303003236,2197.654138600562,1269.17177760367,1332.9586866272189,6,75,2691.8223019356556,BADS
w2424d8d,7.692051637850601e-5,7.209653189238422e-5,0.7441372058027446,0.3795893191192226,807.9359209908948,677.9198309738607,1674.6400251301943,6,99,3376.8507693611964,BADS
