wid,d1,d2,θ1,Δ,T1,T2,θ_prun,neglogl,param_count,n_trials,bic,optimizer
w3c803c1,4.616628693565535e-5,1.0001074869170421e-10,0.8090013426516771,0.4347328471978278,817.4074408926401,617.1992283965839,1.6705048309219601,2509.5815887914587,7,140,5053.754674541183,BADS
wdaebe9a,5.896509147715012e-5,0.0001200988838178068,0.740559404681588,0.736944699974424,1319.7586664751595,708.4485653047825,1.7573693900726468,1667.5204862462265,7,95,3366.9181107336567,BADS
w457a2a0,6.191438705152644e-5,5.8273546796478554e-5,0.9075784509040545,0.3609792791023193,1168.086730658604,650.0642192484239,1.9991368270648597,1621.788082676556,7,95,3275.453303594316,BADS
wc71252e,3.388712222332446e-5,9.701425109946346e-5,0.9496922939691876,0.5672406743029569,1895.838968530575,1221.5694888277312,1.6670512828987556,1594.2789297234901,7,87,3219.819216277562,BADS
w8250429,4.745734909341276e-5,7.937126042809308e-5,0.9823931294319558,0.3403900532138723,1067.8414373435833,669.9526945008481,1.8683178315920252,1534.5767610069274,7,88,3100.4948797152024,BADS
w5dd5645,3.93421262963853e-5,5.930820185758319e-5,1.230827986077902,0.31951465911196925,1182.0441272042672,1035.1110493951637,1.8709438142861698,1482.846044623946,7,82,2996.539123978742,BADS
wa64273f,5.180680704064266e-5,2.8056997611526937e-5,0.8495966536985132,0.5681829869797411,1101.740514285871,1156.323590725697,1.7348602172480694,1684.1357545555825,7,92,3399.9240291505084,BADS
w578a7cb,5.134952849469717e-5,8.406094394687376e-9,0.848569713054805,0.3892618671319184,480.7310874039033,896.9464623103748,1.7903392201862913,1698.5550256422296,7,95,3428.987189525663,BADS
wb651fe0,6.808836423871887e-5,2.306980080796318e-10,1.0327696727216242,0.23777026124298575,771.1667649447922,871.1879517883066,1.9999999953806398,1500.655149997689,7,87,3032.57165682596,BADS
wcb87506,7.465826089843766e-5,7.841159276971948e-5,0.6548596205946524,0.30907129502797037,562.3885100430928,454.3378254558777,1.2889198967226547,1468.5473278694963,7,90,2968.5933234313043,BADS
w11ae0c3,9.81186113676936e-5,3.29663450439257e-5,0.7509547070009285,0.3633847196490388,1075.911755641573,776.6286161815519,1.5820974441539144,1491.2829736590227,7,90,3014.064615010357,BADS
w0c70a81,3.371633033016882e-5,1.3032927384661795e-8,0.8974973325783503,0.4159032263158588,928.2431389685371,880.461985927832,1.9510075993987264,1723.1309653760934,7,95,3478.1390689933905,BADS
wbcb6e6a,6.005655268035564e-5,2.529705891131207e-8,1.0519498567958363,0.2703523614199366,864.5844899059742,593.5478229774163,1.894817916380707,1544.2714551040435,7,89,3119.963364796212,BADS
wdf61453,7.356367958725282e-5,6.249125949480501e-6,0.8211911387871078,0.250557987639404,559.2684083690984,817.901640215496,1.2701336013162654,1640.998475919885,7,95,3313.874090080974,BADS
wa3a9848,4.3287932044064636e-5,9.933134784471045e-5,1.006888105752323,0.6732214678952004,1422.7993305927612,1103.3952284376487,1.0203220548328453,1585.3290795352223,7,87,3201.9195159010264,BADS
wf63b737,7.001293902209228e-5,1.0004536805341205e-10,0.9650889613543768,0.35799822284827315,922.5867080949457,833.252887850654,1.9998817256713755,1442.4333737824868,7,84,2915.8824651568766,BADS
