wid,d1,d2,θ1,Δ,T1,T2,θ_prun,neglogl,param_count,n_trials,bic,optimizer
w4ff13f3,8.143711577955651e-10,0.00024328127824737529,0.696119982097298,0.48448440317064523,965.3069396503272,482.0095398463309,1.9419438917189833,1587.5450929440233,7,90,3206.5888535803583,BADS
w313d7aa,1.0273155191549383e-10,0.00016889008363935734,0.7857991716265679,0.4812767732143402,850.9345367550851,562.3245127499107,1.9038168799877166,2476.2463510318203,7,138,4986.983477859741,BADS
w0e2f500,4.985732235755703e-5,6.638344718201614e-5,0.7582600962044671,0.497406614520587,437.29968769475823,1054.397091269493,1.976863956702873,1561.252997664504,7,89,3153.9264499171327,BADS
waedfc9c,6.0817294957383974e-5,0.00011990739770339394,0.6130735397338867,0.5090177774429322,998.271107673645,793.4019088745117,1.7000175857543944,1586.608511972196,7,93,3204.945220396465,BADS
w96b09fe,6.988240151337174e-5,1.0000000000167507e-10,1.0305171523272474,0.3975689701252668,1097.4622839896256,982.506247043966,1.9997870545338807,1681.4482667020359,7,95,3394.7736716452755,BADS
w9ff051d,5.238096831636816e-5,0.00011785615537408926,0.8350282282731618,0.4821213761764505,2184.098351740595,733.9358570325064,1.9999630896131504,1654.7458666153445,7,94,3341.2947967065793,BADS
wdcfc216,5.839850715822409e-5,2.1254468322228532e-10,0.720950674880296,0.2564854338206351,1158.2443322055044,696.3903650641445,1.277447512745857,1605.8578425243165,7,94,3243.5187485245233,BADS
w4a3c9b0,5.004368006788955e-5,0.00014989309442913073,1.0350775020887886,0.44799283516489596,560.5734939854301,594.4518088355836,1.9999891923123503,2155.7772264372043,7,125,4345.352649035524,BADS
wde62b3d,4.563766932497559e-5,9.388254328135287e-5,0.7535647457237655,0.47787598597532904,586.626182025748,468.89835909191834,1.0080163214494042,1606.3949014701636,7,92,3244.4423229796707,BADS
w5284fa9,8.531846412706351e-5,0.00015730312178910215,0.6347495314292609,0.6880485628917814,1069.1343082115054,668.3446246199311,0.8418819669075309,1605.2293426916722,7,95,3242.335823624548,BADS
w18b16aa,6.86442711261806e-5,5.519893545948458e-7,0.7724003044453229,0.00101690683614155,1060.3319498902467,774.229696596086,0.3114850042322462,2445.9226649224847,7,141,4926.486649077617,BADS
w430272a,0.00010459604829516329,2.083749370864512e-5,0.8792043726507563,0.3470797589844688,975.4343648104399,706.235043395145,1.8344164059924375,1614.3082373008158,7,95,3260.4936128428353,BADS
w2121301,7.816750137034376e-5,3.292541396479748e-5,0.6439967218218953,0.4527883273837506,707.2904549786475,744.3628947570687,1.4976923024214919,2465.8398916650526,7,144,4966.468476427137,BADS
wb14ab17,4.501977666631837e-5,8.57645801352627e-5,0.7926196846043059,0.23136594421093837,652.6562515666232,873.8193285666966,0.7618045450754652,1629.8943912038708,7,94,3291.591845883632,BADS
wc59a729,5.5834466219266095e-5,7.728729529764032e-5,0.9187225888529792,0.436289066291647,1050.0007462018405,711.8213360794474,1.999937407397956,1649.8234227903563,7,95,3331.5239838219163,BADS
wcb4623a,6.662713571730241e-5,6.330714425496867e-5,0.9057910104931215,0.38350432778301186,998.2699156273158,1653.8669188637869,1.6090795754204734,1680.9932017810079,7,95,3393.8635418032195,BADS
w672a25c,4.4134925385061406e-5,6.052475510677733e-5,0.7473962473466025,0.5220217530830604,1208.8263925685485,786.2533581320614,1.999999529174989,1561.365457167604,7,89,3154.151368923333,BADS
wf36c682,4.780985975234435e-5,2.4438187301040605e-7,0.824702183190966,0.3560783144488232,280.1291697760466,755.6726531882308,1.7095706403878281,1659.278655542056,7,95,3350.4344493253157,BADS
w5c58b96,3.979964559056808e-5,7.194468553790371e-5,1.130047079331216,0.4755663455382455,1287.4014299240116,726.8505699984418,1.9103120335284802,1475.7629493783393,7,83,2982.457783011255,BADS
w397496b,5.9398398194401256e-5,5.58225155163101e-5,0.7269685853161718,0.4282991898450564,830.3809513487068,741.9759608656025,0.9879832766646722,2508.764768155833,7,145,5052.36667250861,BADS
w9376389,5.1720810941948575e-5,1.505273981641374e-8,1.1278060527017804,0.4426835253275931,1664.7136614657938,1579.4484376034236,1.9982633696810808,1597.4662685817511,7,87,3226.193893994084,BADS
w158db17,8.589060014348339e-5,2.2499229701123592e-10,0.8308259874630312,0.2271029554553752,861.2509631911051,499.2808334503027,1.7838156831224476,1571.4850971487908,7,95,3174.8473325387854,BADS
w9864444,5.771918755904441e-5,0.00011072954559872418,0.4925103474013322,0.33228916251251356,700.9520671605749,321.7194708356619,0.8332980687904686,2363.034914432951,7,145,4760.906965062846,BADS
w05e5ad5,4.431686767200056e-5,6.297876767142666e-5,1.0108325304100332,0.5783216433237632,482.77652989660675,764.4036454659494,1.5457137271654218,1651.3657771451828,7,90,3334.2302219826774,BADS
w6d23692,6.538865764368016e-5,1.6736696876435918e-7,0.6963497778728197,0.3566273444578838,814.0607353474478,591.4247692606299,0.966223437662411,2469.1724612087482,7,140,4972.936419375762,BADS
we289943,6.313857544928722e-5,0.00010530740410894574,0.7663066351617981,0.3089590290282482,927.8445261817454,515.5224161984975,0.8083996249458267,2392.552570430476,7,141,4819.746460093599,BADS
w6f95ee3,7.588001748143658e-5,0.0001737381269473486,0.9364561384864045,0.7793315516166169,1309.6670447892618,801.4261918193414,1.9999998226739095,2485.853350889501,7,145,5006.543837975946,BADS
w6eb2a0a,5.105821700488565e-5,5.472224564827437e-5,1.2744911351346737,0.4928360497517969,2015.2121324474876,1242.498583498966,1.9999869812416688,1334.5626257725603,7,75,2699.347668339875,BADS
w2424d8d,7.769471194221162e-5,1.1947322035772513e-9,0.7402473551221772,0.31188544672158747,764.1304834569897,763.196066727892,1.5417308534018013,1695.8702302439865,7,99,3423.906299438915,BADS
