wid,d0,d2,θ0,θ2,T1,T2,neglogl,param_count,n_trials,bic,optimizer
w3c803c1,0.00018467260690432086,0.003263610659274471,0.3619131266002404,0.048918506626839664,1764.617278393777,1269.2772140994944,2507.2074498183606,6,140,5044.064754172377,BADS
wdaebe9a,0.00012331338944189977,6.739832681732194e-5,0.5843896924223736,1.0907397715078875,898.016618922702,549.5915029699971,1657.922792660649,6,95,3343.1688466709015,BADS
w457a2a0,0.00024001535394552038,0.0002356099616259989,0.3347202675136326,0.00794052238829452,2610.9610750489346,1264.0480076367478,1677.6181873405483,6,95,3382.5596360307,BADS
wc71252e,6.19397682914167e-5,4.4399300956384955e-5,0.6971269762748852,1.0347121231781784,1169.574593345169,1040.153205534443,1588.6725156467987,6,87,3204.1404800055248,BADS
w8250429,0.0002928360444860573,3.889484754933565e-5,0.263225838469898,0.16002485660927054,3211.226136910409,1318.5086846189733,1571.8671957509391,6,88,3170.5984123887474,BADS
w5dd5645,8.922136830972181e-5,0.00016557433274993005,0.5592941509466436,0.0011033706590205608,2951.9394306988033,1760.4041676682755,1532.4783348450824,6,82,3091.39698517375,BADS
wa64273f,0.0003277081220440708,0.00010926207431469261,0.15613976154476403,0.0010000012069941117,3057.7151469886303,2312.590397149324,1716.1677225832887,6,92,3459.4661766288714,BADS
w578a7cb,0.00014277052814108253,0.0018001505263946776,0.36432866483926774,0.0010000012069941117,1474.4948515668511,1500.9292328730223,1714.7800803232064,6,95,3456.8834219960163,BADS
wb651fe0,0.00023205416262406706,0.00033993796978550056,0.3421528342424427,0.02445885598775931,2136.2374188611284,1286.7422365234233,1537.00458304255,6,87,3100.804614797027,BADS
wcb87506,0.0010412055813007128,0.00014633539642317544,0.422079747322423,0.13880377029840021,1406.4051816327265,957.0444001139548,1491.5657838345792,6,90,3010.13042569114,BADS
w11ae0c3,0.0005391510319697943,0.0037034240446524656,0.36069509987857606,0.0030575769778806586,1823.1024743719897,1380.9229228187176,1558.9745020416403,6,90,3144.947862105262,BADS
w0c70a81,0.00013647122532136962,3.684494437933253e-6,0.35352182596553605,0.2624161828248872,2816.914692857912,1281.1395343420918,1748.472741247174,6,95,3524.2687438439516,BADS
wbcb6e6a,0.0002159839086210275,0.009999999999999995,0.30046864509582527,0.02777020335197454,2836.891496181488,849.1970539093015,1578.3645970845714,6,89,3183.6610123875357,BADS
wdf61453,0.00017243109643788187,0.000820605954213269,0.2353474638041789,0.16955630219850948,1788.4124658242001,1146.8118572095334,1688.8582754810238,6,95,3405.039812311651,BADS
wa3a9848,0.00027404447679867723,0.00062046223362442,0.3920087718553569,0.012148503898738786,3255.3406278287184,2509.737080108067,1626.098244281458,6,87,3278.991937274843,BADS
wf63b737,0.0002195268403004463,1.1867180809362488e-5,0.6483861345238984,0.40836611377540977,1356.7421678919345,1208.392305020243,1485.3858205031422,6,84,2997.356541799344,BADS
w4ff13f3,0.0001778269400542336,7.474827476864712e-5,0.5090072356310339,0.0010214325021479739,1499.3647457855332,995.504246972632,1554.4256800871951,6,90,3135.8502181963718,BADS
w313d7aa,0.00014264689019280322,2.0956299489673262e-5,0.5326845529707885,0.3275498653806132,1474.3475228414056,1032.8905700615812,2459.0407352841726,6,138,4947.644992679288,BADS
w0e2f500,0.00032485645571503954,1.1953948690017148e-6,0.18874496132626864,0.03080041149722551,1796.1096353959333,1892.6856927476963,1592.2127003830535,6,89,3211.3572189845,BADS
waedfc9c,0.0003301303403241178,0.00019317271012832626,0.19689707351852123,0.06193727116113227,1906.2345090140298,1505.0646851845156,1645.3259545064852,6,93,3317.84750597189,BADS
w96b09fe,0.0002680755742920042,6.23172580035227e-5,0.3097289390517084,0.22764147960740597,3005.2880486468903,1762.5691094871722,1711.4464889088908,6,95,3450.216239167385,BADS
w9ff051d,0.00022479311141657645,0.0009301515821542819,0.3903530266531743,0.09478828421561052,3655.3238349151793,1408.2327199983408,1711.0531871374428,6,94,3449.3661429685058,BADS
wdcfc216,0.00017548009303400974,0.0011077499695530508,0.24037210090525638,0.08133494791809477,1948.343018798598,1068.544874858419,1668.1577149695556,6,94,3363.5751986327314,BADS
w4a3c9b0,0.0002537010859441784,8.435123247979271e-6,0.4633936569094658,0.022867769002914446,2554.2502433061595,1021.390977501869,2198.4717636313944,6,125,4425.913409686603,BADS
wde62b3d,0.00018911237010316986,0.00017980463169656486,0.2611707383760495,0.12297066471417113,1728.872651242591,1238.114924615638,1635.9574423370248,6,92,3299.0456161363436,BADS
w5284fa9,0.00011922477544301362,7.264607083229695e-5,0.42747738357182247,0.8579890281125881,832.1775259557396,609.984127991811,1590.390025125509,6,95,3208.1033116006215,BADS
w18b16aa,0.0002519613854273194,3.2325384368035277e-6,0.2660121509123624,0.07256924817513127,1612.87635920155,1293.5724942100364,2471.607700418958,6,141,4972.907960180185,BADS
w430272a,0.0002616982025544553,0.000532945955658253,0.3288069513418304,0.09217488972584763,2046.4294941495607,1124.3058414476761,1670.7042904681996,6,95,3368.7318422860026,BADS
