wid,d0,d1,d2,θ0,θ1,θ2,T1,T2,neglogl,param_count,n_trials,bic,optimizer
w3c803c1,0.00010787365985155351,0.0001296536487477208,5.1145974989397715e-5,0.40116407424211503,0.5402892661094665,0.21252164006233215,1088.041451573372,1441.174679994583,2514.500827939627,8,140,5068.534795260129,BADS
wdaebe9a,1.040304680319297e-6,9.239451935040697e-5,0.00010183911243958539,0.1725115484042772,0.7972781473538861,0.8218367030998115,1115.9655508912238,298.89989234338816,1642.3219414696086,8,95,3321.074898072022,BADS
w457a2a0,0.00014975733319599923,0.0001958690479801882,3.351841282618545e-5,0.43416083556134255,0.5169840608444065,0.03429293129127473,1931.3804318197072,1078.4257415682075,1678.6716816533753,8,95,3393.774378439555,BADS
wc71252e,1.4613531849561072e-6,7.999384691147409e-5,9.750201685553917e-5,0.5397793958327384,0.769105890551291,0.8868842673365726,1311.9810757518278,902.2566714062123,1579.626403808453,8,87,3194.9800725661426,BADS
w8250429,8.629903191117029e-5,0.00024071894655286266,0.005609606008490546,0.5407381272713141,0.5115445259235204,0.40535416774556204,1719.283900462259,1445.8632740026621,1580.8745016953453,8,88,3197.5676979065165,BADS
w5dd5645,0.00011406336771678468,0.0007757486055584849,0.007173636065690475,0.37185872821486554,0.3629436524759513,0.001001404966227729,4177.905477199237,1722.4292074795812,1527.0352459730557,8,82,3089.3242459242256,BADS
wa64273f,0.0001295502784913145,0.0006706526843574739,0.009999584510823372,0.31177017399808393,0.7163401240273378,0.0010000000544823642,2204.2533975676633,2433.426625817083,1694.1107358638335,8,92,3424.3957803440594,BADS
w578a7cb,0.00011286834688899734,0.0004163618637169123,0.0007246734656440624,0.3533332960545423,0.42880081099116246,0.2518626163458793,1528.6669622221286,1451.1052562617344,1707.781610067043,8,95,3451.9942352668904,BADS
wb651fe0,0.00013964311604557894,0.0007745297180691602,0.0005191238667999752,0.5018276977539063,0.6017098999023437,0.46013458251953127,1827.2918701171875,1360.1409912109373,1532.6740652003534,8,87,3101.0753953499434,BADS
wcb87506,0.0002872250751592466,0.008630650297489077,0.0005250249200044981,0.2912659432731116,0.8664996654526357,0.0012407711082777955,1326.0614981362644,955.3041453010113,1491.3313774104101,8,90,3018.6612321834623,BADS
w11ae0c3,0.0002761750950225809,0.007678515470036665,0.0022121492924528276,0.2355346845657914,0.9601114604508622,0.045022435480204875,1925.4893996112514,1450.537241323036,1549.2706697933668,8,90,3134.5398169493756,BADS
w0c70a81,0.00011982077349321056,0.00022559915920736015,0.00015347790776111693,0.30092816775548276,0.31936684540356514,0.22851650899625386,2744.8492512339726,1456.4035070943646,1746.8280582431216,8,95,3530.087131619048,BADS
wbcb6e6a,0.00012071896919581427,0.0002711722689626188,4.386746103715537e-6,0.48122086082425086,0.5034471627091784,0.47842755691958816,2177.3975349254215,883.4118221074732,1575.7718710960514,8,89,3187.45283314996,BADS
wdf61453,0.0002145152104346592,0.0003523257457142255,0.0067329678258517345,0.1418936586380005,0.34792477607727057,0.016139136552810684,1903.6353230476377,1200.4399061203,1672.7093097959564,8,95,3381.8496347247174,BADS
wa3a9848,0.00020299823493319903,0.0002834726490481324,0.002934823848336133,0.4150649628465453,0.5892271393062402,0.0010000000000082116,2961.8846982612463,2404.1029437496036,1624.872656896898,8,87,3285.4725787430325,BADS
wf63b737,0.00012371753968835368,0.00025567257316578504,0.00035854210953408135,0.5836705015615041,0.6919037033126199,0.5119389812423685,1149.6437868435917,1169.6302711934093,1481.6574909109472,8,84,2998.761516212641,BADS
w4ff13f3,0.0004756351365682183,0.00042146389693532014,0.003849969885362768,0.15324100882162298,0.7774190863425471,0.033813626281415765,2412.5863039536907,969.1519324225197,1547.8443453404943,8,90,3131.6871680436307,BADS
