wid,d1,d2,θ1,Δ,T1,T2,θ_prun,neglogl,param_count,n_trials,bic,optimizer
w4a3c9b0,5.941819364239628e-5,1.0643521979119779e-10,0.9675730972951567,0.21215050713760694,696.7357260133091,710.5259422257243,1.9964325388573438,2164.668531602584,7,125,4363.135259366284,BADS
wde62b3d,5.938058550275109e-5,1.0032666380191729e-10,0.6625788601989189,0.32476904469884177,506.05556966620514,468.9620110355466,1.7147241180954005,1619.7737248859296,7,92,3271.1999698112027,BADS
w5284fa9,4.8212022154213324e-5,9.008211116001732e-5,0.6597962643009001,0.0021068738035555285,1253.3678805231061,816.4518042307367,0.42369066588226756,1595.8801847375346,7,95,3223.637507716273,BADS
w18b16aa,2.7291662446170974e-5,0.00012204435917381127,0.47436378534338475,0.35252149391321835,908.9444658111803,550.6579977328671,1.999713657098623,2410.4680181895214,7,141,4855.57735561169,BADS
w430272a,8.529583838004978e-5,2.9123905056851192e-5,0.6771542779699666,0.290034485021024,962.331784053822,700.2422441277303,1.3008296513065576,1619.0061655324982,7,95,3269.8894693062,BADS
w2121301,7.96934623004303e-5,4.932296978805307e-10,0.5465111954137684,0.35866004901938137,719.1361536912153,711.9009822199587,1.9339668863860422,2475.8807331051366,7,144,4986.550159307305,BADS
wb14ab17,5.393318922392269e-5,2.958645851179125e-10,0.6908941575215432,0.18080197305273032,617.5507512525655,924.2450146542981,1.9999968798822372,1631.979834001717,7,94,3295.7627314793244,BADS
wc59a729,4.418961383186888e-5,5.98483296047998e-5,0.7247190021032293,0.3524744000770443,1099.1353386263656,675.2930852329883,1.9990301199812528,1652.3974603390573,7,95,3336.6720589193183,BADS
wcb4623a,6.300773642585917e-5,5.1280424423815134e-5,0.7401951679617332,0.32362532455512794,939.9106281141942,1569.747299321057,1.9999999999996907,1683.8098067258798,7,95,3399.4967516929632,BADS
w672a25c,1.639571721500157e-10,0.00010762444345473788,0.5426804567873478,0.5999487809091807,1231.5164732746784,651.328215096146,1.174784668702632,1591.9171837821539,7,89,3215.2548221524326,BADS
wf36c682,5.384660734647249e-5,3.889683170051675e-5,0.587031176688688,0.3137652474827337,678.1365258415466,589.649754952916,1.3721890804456052,1638.487495953593,7,95,3308.8521301483897,BADS
w5c58b96,3.980588798677602e-5,3.850495254514511e-5,0.881461898488924,0.3052118714805692,1243.405895237811,832.494498137385,1.9999999999906866,1478.4416302789082,7,83,2987.8151448123926,BADS
w397496b,6.917706146718927e-5,2.3598053543431296e-5,0.5992470211535693,0.3721426535025239,804.3712820857764,732.9748740419749,1.898505814783275,2510.174765735625,7,145,5055.186667668194,BADS
w9376389,1.7669840466155805e-5,0.00010990200750760477,0.7603819049741801,0.6968593737580968,1799.829784784619,928.774817654174,1.4917107942242,1617.4080846055704,7,87,3266.0775260417226,BADS
w158db17,6.716215371041452e-5,1.0000013192475585e-10,0.6383557961591247,0.17880158276847455,851.5425439086222,460.68328395156345,1.7938495703100261,1573.4727968751727,7,95,3178.822731991549,BADS
w9864444,5.537102471441379e-5,7.668468199436185e-5,0.44964894242009906,0.2567383443417202,608.0375263187308,309.926239606284,0.9070439226440794,2361.286194817343,7,145,4757.40952583163,BADS
w05e5ad5,5.403621852191197e-5,1.0005241218731717e-10,0.8644979732528736,0.38257310043678444,305.85792598685686,768.7202586421336,1.9999395751932023,1664.914732258497,7,90,3361.3281322093057,BADS
w6d23692,6.250354735407519e-5,2.3196275347632196e-5,0.5977298879623414,0.35736757539212705,754.7681167721752,493.07221844792366,1.5773095227032898,2456.552941171102,7,140,4947.697379300469,BADS
we289943,4.321089997049993e-5,8.185196009819288e-5,0.57625146120321,0.2882234106393298,981.0802776162745,476.38162882794865,1.999480818658485,2400.2386388385175,7,141,4835.118596909682,BADS
w6f95ee3,7.051969880933831e-5,0.00012321878974106144,0.8775862178493844,0.593617030415844,1076.7161243027658,807.7804740831201,1.9960061875227983,2480.808202485925,7,145,4996.453541168794,BADS
w6eb2a0a,3.427407956542998e-5,7.303160998683422e-5,0.9970171302507514,0.30445955688628606,2242.7918611298082,1112.9486790567173,1.2595577890626735,1340.2836025861557,7,75,2710.7896219670656,BADS
w2424d8d,7.878771025772449e-5,1.0000865804160558e-10,0.6872629828120125,0.25766663376222027,673.7266427431224,729.2914363464034,1.4519162584611605,1687.9926360650854,7,99,3408.151111081113,BADS
