wid,d0,d1,d2,θ0,θ1,θ2,T1,T2,neglogl,param_count,n_trials,bic,optimizer
w96b09fe,0.0005078236566516651,0.00019504519647312754,0.0007911533330392921,0.3529505990963844,0.5626874919521652,0.22390098848229176,2788.5847187089894,1461.5266976448765,1709.83987186882,8,95,3456.1107588704444,BADS
w9ff051d,7.84216590591008e-5,0.0005548159241402135,0.00012521819323517186,0.9293730008685815,0.700235610044183,0.5883175342533651,1373.047974883957,1490.1570627946057,1717.984267243987,8,94,3472.314892746134,BADS
wdcfc216,5.703912145090705e-5,0.00017420813215134507,0.0008349570754748336,0.33558366601526474,0.5018769997429319,0.2566918797880692,1274.9232369227116,1095.3821825524642,1663.6263936004154,8,94,3363.5991454589907,BADS
w4a3c9b0,0.0017056946366430944,0.0002097975537869124,3.648650352291982e-5,1.9800868172541775,0.7102232600563911,0.8350302994319828,2324.457193894523,1019.6296362106295,2203.7887846804883,8,125,4446.204079259395,BADS
wde62b3d,9.637946803898503e-5,0.00028341079378069704,0.0004301470562721157,0.43468695521558404,0.23524944417586083,0.3939261405103025,1154.9143188865855,1160.4628567409236,1636.3846532361695,8,92,3308.9436150887313,BADS
w5284fa9,1.0000012941760956e-6,0.00022881709899305301,0.00014144055307540923,0.3107038181790267,0.7692092435061932,0.8429121509456308,852.9182610363931,470.21834467013826,1567.6991118986043,8,95,3171.829238930013,BADS
w18b16aa,0.0002371720443295763,0.00025240413818191645,0.003442638753971129,0.2513469474412341,0.29942745638632917,0.0010000171998944876,1573.0158827880587,1273.4960478210267,2471.4361985985724,8,141,4982.46247632017,BADS
w430272a,0.00019629837015085078,0.00021490795484401537,7.654240550706384e-5,0.36115484273954734,0.6976716393784499,0.27439201450530165,1449.3256132301212,1207.6748580235744,1666.1252944673652,8,95,3368.681604067535,BADS
w2121301,0.0001722126227941175,0.00027373072329910954,7.111445268200166e-5,0.2828247972761165,0.3269345202507065,0.22540275750421643,1232.2827689054973,1462.237946278401,2526.787903774615,8,144,5093.334313945838,BADS
wb14ab17,9.968806515266279e-5,0.00012315184157833347,0.009994575853589672,0.2636475645250176,0.5933568011934403,0.07841573823941872,1439.1122885164802,1245.01216057688,1688.6036958392936,8,94,3413.553749936747,BADS
wc59a729,0.0008906465668406132,0.0003577077691268296,9.848701147151006e-5,0.29440225850936264,0.44020568438398183,0.007793198053259429,2889.6724006684963,1309.4395966734737,1679.2524590767814,8,95,3394.9359332863673,BADS
wcb4623a,4.655221013877034e-6,7.727210632056452e-5,7.849416128897126e-5,0.15370122522581373,1.2244874091539528,0.6347786766057835,871.1305427365005,1066.77910243161,1666.647541423658,8,95,3369.7260979801204,BADS
w672a25c,0.0025450377574874755,0.00023693646595275233,3.3911326991046715e-5,0.47907489583489565,0.39630687226069966,0.06698025367358725,2334.907352440726,1893.9561110104844,1594.3166525520635,8,89,3224.542396061984,BADS
wf36c682,8.948268824833476e-5,0.0001863950734723323,1.3922503262116896e-5,0.5259643063938712,0.40527269438491204,0.41760223898978444,539.868451593793,1149.8251070501283,1680.650638538522,8,95,3397.7322922098483,BADS
w5c58b96,0.0001272304351444546,0.00021368405011617454,0.0007336440302262754,0.4432052138049039,0.4826099590287777,0.0010671027135686576,3156.5739908517567,1614.6840099041583,1509.9275347796677,8,83,3055.205794421708,BADS
w397496b,0.00018919657211106917,0.0001961528241057303,0.009859125616284957,0.31385058150572265,0.4720993437942411,0.09805863446316611,1526.4188664120866,1547.486406098585,2565.769046556032,8,145,5171.351963051429,BADS
w9376389,5.787617666078959e-5,0.00012230823229402712,6.01474698021674e-5,0.6369649700156828,1.1116136252935598,1.148399120155974,1119.1099683659102,882.4502607902871,1562.8132543211564,8,87,3161.3537735915493,BADS
w158db17,0.00013225694176547507,0.0004570325764636544,1.4556088623459046e-6,0.26912752628326414,0.5562392902374268,0.002090133428573675,1633.3125472068787,695.8097815513611,1611.707839331812,8,95,3259.8466937964286,BADS
w9864444,0.00018175835835931658,0.0002062189628606364,7.238674151181046e-5,0.16966645997250454,0.401359037613729,0.14358782742056064,1057.4872307013718,825.4945928580127,2434.104172778532,8,145,4908.0222154964285,BADS
w05e5ad5,0.00014509789290563944,0.00018369577169708345,0.0009586192676020637,0.2725746220491419,0.7133565137461119,0.11068741946379308,2087.7209328136814,1828.9915752655359,1661.6785671261455,8,90,3359.355611614933,BADS
w6d23692,6.175511779408583e-5,0.00015121792127867608,1.1248203581717281e-5,0.42575877256416594,0.6863208360782559,0.2770170527099924,669.8095083267191,1235.9902631162126,2500.8701695651707,8,140,5041.273478511216,BADS
we289943,0.00013768302134775016,0.00021572031850807514,0.0008979094952636913,0.3854503707112326,0.5340679203177797,0.0010037284815599217,1269.883728445393,1073.9630628046598,2459.4915733002454,8,141,4958.573225723516,BADS
w6f95ee3,0.0006576150870298384,0.0002253528004044579,4.724429628961237e-6,0.42489849146176994,0.7905885762306377,0.05478963690113007,2498.1447706033687,1627.3787605618506,2575.9188537668088,8,145,5191.651577472982,BADS
w6eb2a0a,5.2774944658004496e-5,0.00022759361958975475,6.052295769590741e-5,0.8025299893447663,0.9287535646697506,1.258783512493828,1905.338030681014,801.9020295469089,1316.4420699106468,8,75,2667.424044729584,BADS
w2424d8d,0.0002492974272275785,0.0001900885275643615,1.0598033074655866e-5,0.3281642560381442,0.5076981932832859,0.004913025018759091,1401.5800437307914,1195.2664125012232,1728.1076316759459,8,99,3492.9762221529686,BADS
