d1,d2,θ1,Δ,T1,T2,rss,param_count,n_trials,bic
9.360060000167523e-5,8.209962472245167e-5,0.8999366641066157,0.08250097060820809,1489.175759319927,1291.8478872821968,0.25709060130046946,6,1571,-84.54491627609269
