d1,d2,θ1,Δ,T1,T2,rss,param_count,n_trials,bic
9.40138367683211e-5,1.1028134212164248e-8,0.9990894535046116,0.13109461965633643,1451.419033209795,1138.4038887071094,0.280196514647174,6,1571,-82.56547560188469
