d1,d2,θ1,Δ,T1,T2,rss,param_count,n_trials,bic
9.78667263554248e-5,2.479806218785279e-6,0.8647284132722355,0.10621593281870767,1956.4898089225896,1114.974813158482,0.26476730403382215,6,1571,-83.86819221570893
