d1,d2,θ1,Δ,T1,T2,θ_prun,rss,param_count,n_trials,bic
9.348490115124945e-5,1.0463054948224731e-7,0.7469573812369982,0.0172299141368556,2541.8847232617313,1158.2356668188402,0.9816949359755203,0.3571389555802813,7,1571,-73.84940531203537
