d1,d2,θ1,Δ,T1,T2,θ_prun,rss,param_count,n_trials,bic
9.470038369146797e-5,7.305346539011229e-5,0.7682309044824432,0.03010935447732793,2754.2816092640724,1104.257181410201,0.8561752987016511,0.31928387399448604,7,1571,-76.42642520485356
